State,District,Season,Year,Crop,Area_Ha,Production_Ton,Yield_TonHa
Maharashtra,Bhandara,Rabi,2021 - 2022,Wheat,9996.96,12690.04,1.27
Maharashtra,Bhandara,Rabi,2021 - 2022,other oilseeds,788.3,551.81,0.7
Maharashtra,Bhandara,Kharif,2021 - 2022,other oilseeds,0.2,0.4,2.0
Maharashtra,Bhandara,Rabi,2021 - 2022,Other Cereals,304.8,62.51,0.21
Maharashtra,Bhandara,Kharif,2022 - 2023,Arhar/Tur,11041.0,4710.0,0.43
Maharashtra,Bhandara,Kharif,2022 - 2023,Cotton(lint),439.06,1176.51,2.68
Maharashtra,Bhandara,Rabi,2022 - 2023,Gram,19984.2,15789.92,0.79
Maharashtra,Bhandara,Rabi,2022 - 2023,Linseed,901.52,337.98,0.37
Maharashtra,Bhandara,Rabi,2022 - 2023,Maize,557.2,1101.55,1.98
Maharashtra,Bhandara,Kharif,2022 - 2023,Moong(Green Gram),181.63,68.75,0.38
Maharashtra,Bhandara,Rabi,2022 - 2023,Other Rabi pulses,25362.15,9130.37,0.36
Maharashtra,Bhandara,Kharif,2022 - 2023,Rice,177018.89,378850.48,2.14
Maharashtra,Bhandara,Rabi,2022 - 2023,Safflower,133.0,116.5,0.88
Maharashtra,Bhandara,Kharif,2022 - 2023,Sesamum,177.5,39.51,0.22
Maharashtra,Bhandara,Kharif,2022 - 2023,Soyabean,346.0,344.0,0.99
Maharashtra,Bhandara,Whole Year,2022 - 2023,Sugarcane,3918.0,121458.0,31.0
Maharashtra,Bhandara,Kharif,2022 - 2023,Urad,33.36,15.38,0.46
Maharashtra,Bhandara,Rabi,2022 - 2023,Wheat,10685.2,14478.45,1.36
Maharashtra,Bhandara,Rabi,2022 - 2023,other oilseeds,3737.4,1121.22,0.3
Maharashtra,Buldhana,Kharif,2012 - 2013,Arhar/Tur,84100.0,43900.0,0.52
Maharashtra,Buldhana,Kharif,2012 - 2013,Bajra,1900.0,2100.0,1.11
Maharashtra,Buldhana,Kharif,2012 - 2013,Castor seed,500.0,300.0,0.6
Maharashtra,Buldhana,Kharif,2012 - 2013,Cotton(lint),253900.0,346100.0,1.36
Maharashtra,Buldhana,Rabi,2012 - 2013,Gram,44300.0,33000.0,0.74
Maharashtra,Buldhana,Kharif,2012 - 2013,Groundnut,300.0,300.0,1.0
Maharashtra,Buldhana,Rabi,2012 - 2013,Jowar,9500.0,7700.0,0.81
Maharashtra,Buldhana,Kharif,2012 - 2013,Jowar,41600.0,70700.0,1.7
Maharashtra,Buldhana,Kharif,2012 - 2013,Maize,15600.0,35000.0,2.24
Maharashtra,Buldhana,Rabi,2012 - 2013,Maize,6900.0,5100.0,0.74
Maharashtra,Buldhana,Kharif,2012 - 2013,Moong(Green Gram),40900.0,26300.0,0.64
Maharashtra,Buldhana,Kharif,2012 - 2013,Other Kharif pulses,300.0,200.0,0.67
Maharashtra,Buldhana,Rabi,2012 - 2013,Safflower,800.0,1300.0,1.63
Maharashtra,Buldhana,Kharif,2012 - 2013,Sesamum,900.0,200.0,0.22
Maharashtra,Buldhana,Kharif,2012 - 2013,Small millets,300.0,200.0,0.67
Maharashtra,Buldhana,Kharif,2012 - 2013,Soyabean,279500.0,430300.0,1.54
Maharashtra,Buldhana,Whole Year,2012 - 2013,Sugarcane,100.0,4400.0,44.0
Maharashtra,Buldhana,Kharif,2012 - 2013,Sunflower,600.0,300.0,0.5
Maharashtra,Buldhana,Rabi,2012 - 2013,Sunflower,800.0,400.0,0.5
Maharashtra,Buldhana,Kharif,2012 - 2013,Urad,43000.0,27600.0,0.64
Maharashtra,Buldhana,Rabi,2012 - 2013,Wheat,36100.0,53600.0,1.48
Maharashtra,Buldhana,Kharif,2013 - 2014,Arhar/Tur,21100.0,14800.0,0.7
Maharashtra,Buldhana,Kharif,2013 - 2014,Bajra,3500.0,2300.0,0.66
Maharashtra,Buldhana,Kharif,2013 - 2014,Castor seed,1000.0,500.0,0.5
Maharashtra,Buldhana,Kharif,2013 - 2014,Cotton(lint),227900.0,639600.0,2.81
Maharashtra,Buldhana,Rabi,2013 - 2014,Gram,79000.0,63100.0,0.8
Maharashtra,Buldhana,Kharif,2013 - 2014,Groundnut,300.0,400.0,1.33
Maharashtra,Buldhana,Rabi,2013 - 2014,Jowar,13300.0,10700.0,0.8
Maharashtra,Buldhana,Kharif,2013 - 2014,Jowar,44600.0,38200.0,0.86
Maharashtra,Buldhana,Kharif,2013 - 2014,Maize,15000.0,42900.0,2.86
Maharashtra,Buldhana,Rabi,2013 - 2014,Maize,16600.0,41900.0,2.52
Maharashtra,Buldhana,Kharif,2013 - 2014,Moong(Green Gram),40900.0,21100.0,0.52
Maharashtra,Buldhana,Rabi,2013 - 2014,Other Rabi pulses,100.0,,0.0
Maharashtra,Buldhana,Kharif,2013 - 2014,Other Kharif pulses,1700.0,900.0,0.53
Maharashtra,Buldhana,Kharif,2013 - 2014,Sesamum,800.0,200.0,0.25
Maharashtra,Buldhana,Kharif,2013 - 2014,Small millets,700.0,400.0,0.57
Maharashtra,Buldhana,Rabi,2013 - 2014,Small millets,100.0,100.0,1.0
Maharashtra,Buldhana,Kharif,2013 - 2014,Soyabean,323200.0,479000.0,1.48
Maharashtra,Buldhana,Whole Year,2013 - 2014,Sugarcane,100.0,8100.0,81.0
Maharashtra,Buldhana,Kharif,2013 - 2014,Sunflower,700.0,400.0,0.57
Maharashtra,Buldhana,Kharif,2013 - 2014,Urad,40600.0,21800.0,0.54
Maharashtra,Buldhana,Rabi,2013 - 2014,Wheat,59000.0,73900.0,1.25
Maharashtra,Buldhana,Kharif,2014 - 2015,Arhar/Tur,69600.0,18500.0,0.27
Maharashtra,Buldhana,Kharif,2014 - 2015,Bajra,1700.0,300.0,0.18
Maharashtra,Buldhana,Kharif,2014 - 2015,Castor seed,600.0,200.0,0.33
Maharashtra,Buldhana,Kharif,2014 - 2015,Cotton(lint),174300.0,132500.0,0.76
Maharashtra,Buldhana,Rabi,2014 - 2015,Gram,57200.0,36600.0,0.64
Maharashtra,Buldhana,Kharif,2014 - 2015,Groundnut,1100.0,600.0,0.55
Maharashtra,Buldhana,Rabi,2014 - 2015,Jowar,10800.0,8900.0,0.82
Maharashtra,Buldhana,Kharif,2014 - 2015,Jowar,20600.0,22100.0,1.07
Maharashtra,Buldhana,Kharif,2014 - 2015,Maize,30000.0,54400.0,1.81
Maharashtra,Buldhana,Rabi,2014 - 2015,Maize,17200.0,2700.0,0.16
Maharashtra,Buldhana,Kharif,2014 - 2015,Moong(Green Gram),12300.0,4000.0,0.33
Maharashtra,Buldhana,Kharif,2014 - 2015,Other Kharif pulses,2200.0,600.0,0.27
Maharashtra,Buldhana,Rabi,2014 - 2015,Safflower,400.0,200.0,0.5
Maharashtra,Buldhana,Kharif,2014 - 2015,Sesamum,800.0,200.0,0.25
Maharashtra,Buldhana,Kharif,2014 - 2015,Small millets,400.0,100.0,0.25
Maharashtra,Buldhana,Rabi,2014 - 2015,Small millets,300.0,100.0,0.33
Maharashtra,Buldhana,Kharif,2014 - 2015,Soyabean,352500.0,189100.0,0.54
Maharashtra,Buldhana,Whole Year,2014 - 2015,Sugarcane,300.0,18700.0,62.33
Maharashtra,Buldhana,Kharif,2014 - 2015,Sunflower,100.0,,0.0
Maharashtra,Buldhana,Kharif,2014 - 2015,Urad,11100.0,3900.0,0.35
Maharashtra,Buldhana,Rabi,2014 - 2015,Wheat,73500.0,95500.0,1.3
Maharashtra,Buldhana,Kharif,2015 - 2016,Arhar/Tur,72600.0,24200.0,0.33
Maharashtra,Buldhana,Kharif,2015 - 2016,Bajra,1900.0,200.0,0.11
Maharashtra,Buldhana,Kharif,2015 - 2016,Castor seed,700.0,400.0,0.57
Maharashtra,Buldhana,Kharif,2015 - 2016,Cotton(lint),170700.0,165800.0,0.97
Maharashtra,Buldhana,Rabi,2015 - 2016,Gram,55700.0,31000.0,0.56
Maharashtra,Buldhana,Kharif,2015 - 2016,Groundnut,1000.0,500.0,0.5
Maharashtra,Buldhana,Rabi,2015 - 2016,Jowar,10300.0,5800.0,0.56
Maharashtra,Buldhana,Kharif,2015 - 2016,Jowar,20400.0,12700.0,0.62
Maharashtra,Buldhana,Rabi,2015 - 2016,Linseed,15.0,4.0,0.27
Maharashtra,Buldhana,Kharif,2015 - 2016,Maize,27100.0,35600.0,1.31
Maharashtra,Buldhana,Rabi,2015 - 2016,Maize,15300.0,13000.0,0.85
Maharashtra,Buldhana,Kharif,2015 - 2016,Moong(Green Gram),13000.0,3600.0,0.28
Maharashtra,Buldhana,Rabi,2015 - 2016,Other Rabi pulses,100.0,40.0,0.4
Maharashtra,Buldhana,Kharif,2015 - 2016,Other Kharif pulses,600.0,400.0,0.67
Maharashtra,Buldhana,Rabi,2015 - 2016,Safflower,200.0,80.0,0.4
Maharashtra,Buldhana,Kharif,2015 - 2016,Sesamum,1800.0,300.0,0.17
Maharashtra,Buldhana,Rabi,2015 - 2016,Sesamum,300.0,130.0,0.43
Maharashtra,Buldhana,Kharif,2015 - 2016,Small millets,2500.0,1300.0,0.52
Maharashtra,Buldhana,Rabi,2015 - 2016,Small millets,500.0,300.0,0.6
Maharashtra,Buldhana,Kharif,2015 - 2016,Soyabean,352400.0,160400.0,0.46
Maharashtra,Buldhana,Whole Year,2015 - 2016,Sugarcane,300.0,15000.0,50.0
Maharashtra,Buldhana,Kharif,2015 - 2016,Sunflower,49.0,7.0,0.14
Maharashtra,Buldhana,Rabi,2015 - 2016,Sunflower,100.0,20.0,0.2
Maharashtra,Buldhana,Kharif,2015 - 2016,Urad,11700.0,2800.0,0.24
Maharashtra,Buldhana,Rabi,2015 - 2016,Wheat,60100.0,48800.0,0.81
Maharashtra,Buldhana,Rabi,2015 - 2016,other oilseeds,100.0,100.0,1.0
Maharashtra,Buldhana,Kharif,2016 - 2017,Arhar/Tur,77864.0,64484.0,0.83
Maharashtra,Buldhana,Kharif,2016 - 2017,Bajra,2090.0,700.0,0.33
Maharashtra,Buldhana,Kharif,2016 - 2017,Castor seed,100.0,100.0,1.0
Maharashtra,Buldhana,Kharif,2016 - 2017,Cotton(lint),169550.0,516600.0,3.05
Maharashtra,Buldhana,Rabi,2016 - 2017,Gram,70100.0,78400.0,1.12
Maharashtra,Buldhana,Kharif,2016 - 2017,Groundnut,970.0,900.0,0.93
Maharashtra,Buldhana,Rabi,2016 - 2017,Jowar,13350.0,15500.0,1.16
Maharashtra,Buldhana,Kharif,2016 - 2017,Jowar,22460.0,32100.0,1.43
Maharashtra,Buldhana,Kharif,2016 - 2017,Maize,27380.0,75700.0,2.76
Maharashtra,Buldhana,Rabi,2016 - 2017,Maize,31380.0,55000.0,1.75
Maharashtra,Buldhana,Kharif,2016 - 2017,Moong(Green Gram),14774.0,11716.0,0.79
Maharashtra,Buldhana,Kharif,2016 - 2017,Niger seed,1612.0,201.0,0.12
Maharashtra,Buldhana,Rabi,2016 - 2017,Other Rabi pulses,200.0,100.0,0.5
Maharashtra,Buldhana,Kharif,2016 - 2017,Other Kharif pulses,500.0,200.0,0.4
Maharashtra,Buldhana,Kharif,2016 - 2017,Ragi,5.0,3.0,0.6
Maharashtra,Buldhana,Kharif,2016 - 2017,Rice,10.0,4.0,0.4
Maharashtra,Buldhana,Rabi,2016 - 2017,Safflower,200.0,100.0,0.5
Maharashtra,Buldhana,Kharif,2016 - 2017,Sesamum,1705.0,515.0,0.3
Maharashtra,Buldhana,Rabi,2016 - 2017,Sesamum,230.0,60.0,0.26
Maharashtra,Buldhana,Kharif,2016 - 2017,Soyabean,365010.0,703600.0,1.93
Maharashtra,Buldhana,Whole Year,2016 - 2017,Sugarcane,535.0,35700.0,66.73
Maharashtra,Buldhana,Kharif,2016 - 2017,Sunflower,30.0,7.0,0.23
Maharashtra,Buldhana,Rabi,2016 - 2017,Sunflower,10.0,10.0,1.0
Maharashtra,Buldhana,Kharif,2016 - 2017,Urad,13483.0,10976.0,0.81
Maharashtra,Buldhana,Rabi,2016 - 2017,Wheat,103880.0,162400.0,1.56
Maharashtra,Buldhana,Kharif,2016 - 2017,Other Cereals,200.0,100.0,0.5
Maharashtra,Buldhana,Rabi,2016 - 2017,Other Cereals,100.0,40.0,0.4
Maharashtra,Buldhana,Rabi,2016 - 2017,Rapeseed &Mustard,100.0,40.0,0.4
Maharashtra,Buldhana,Kharif,2017 - 2018,Arhar/Tur,76195.0,47788.0,0.63
Maharashtra,Buldhana,Kharif,2017 - 2018,Bajra,2180.0,1000.0,0.46
Maharashtra,Buldhana,Kharif,2017 - 2018,Castor seed,120.0,60.0,0.5
Maharashtra,Buldhana,Kharif,2017 - 2018,Cotton(lint),174539.0,180900.0,1.04
Maharashtra,Buldhana,Rabi,2017 - 2018,Gram,132200.0,107700.0,0.81
Maharashtra,Buldhana,Kharif,2017 - 2018,Groundnut,1250.0,1500.0,1.2
Maharashtra,Buldhana,Rabi,2017 - 2018,Jowar,13231.0,9100.0,0.69
Maharashtra,Buldhana,Kharif,2017 - 2018,Jowar,20202.0,18600.0,0.92
Maharashtra,Buldhana,Kharif,2017 - 2018,Maize,31840.0,79900.0,2.51
Maharashtra,Buldhana,Rabi,2017 - 2018,Maize,6900.0,7200.0,1.04
Maharashtra,Buldhana,Kharif,2017 - 2018,Moong(Green Gram),15452.0,8786.0,0.57
Maharashtra,Buldhana,Kharif,2017 - 2018,Niger seed,1158.0,152.0,0.13
Maharashtra,Buldhana,Rabi,2017 - 2018,Other Rabi pulses,7.0,6.0,0.86
Maharashtra,Buldhana,Kharif,2017 - 2018,Other Kharif pulses,260.0,100.0,0.38
Maharashtra,Buldhana,Rabi,2017 - 2018,Safflower,100.0,100.0,1.0
Maharashtra,Buldhana,Kharif,2017 - 2018,Sesamum,1808.0,371.0,0.21
Maharashtra,Buldhana,Kharif,2017 - 2018,Soyabean,370290.0,439600.0,1.19
Maharashtra,Buldhana,Whole Year,2017 - 2018,Sugarcane,257.0,12900.0,50.19
Maharashtra,Buldhana,Rabi,2017 - 2018,Sunflower,35.0,18.0,0.51
Maharashtra,Buldhana,Kharif,2017 - 2018,Urad,14925.0,8552.0,0.57
Maharashtra,Buldhana,Rabi,2017 - 2018,Wheat,35920.0,56300.0,1.57
Maharashtra,Buldhana,Kharif,2017 - 2018,Other Cereals,220.0,100.0,0.45
Maharashtra,Buldhana,Rabi,2017 - 2018,Other Cereals,160.0,210.0,1.31
Maharashtra,Buldhana,Rabi,2017 - 2018,Rapeseed &Mustard,700.0,300.0,0.43
Maharashtra,Buldhana,Kharif,2018 - 2019,Arhar/Tur,88381.0,45400.0,0.51
Maharashtra,Buldhana,Kharif,2018 - 2019,Bajra,2267.3,332.0,0.15
Maharashtra,Buldhana,Kharif,2018 - 2019,Castor seed,335.0,168.0,0.5
Maharashtra,Buldhana,Kharif,2018 - 2019,Cotton(lint),177928.0,308970.0,1.74
Maharashtra,Buldhana,Rabi,2018 - 2019,Gram,108510.0,75200.0,0.69
Maharashtra,Buldhana,Kharif,2018 - 2019,Groundnut,1277.0,1206.0,0.94
Maharashtra,Buldhana,Rabi,2018 - 2019,Jowar,11980.0,5800.0,0.48
Maharashtra,Buldhana,Kharif,2018 - 2019,Jowar,19649.0,21059.0,1.07
Maharashtra,Buldhana,Kharif,2018 - 2019,Maize,33120.0,47468.0,1.43
Maharashtra,Buldhana,Rabi,2018 - 2019,Maize,4830.0,3500.0,0.72
Maharashtra,Buldhana,Kharif,2018 - 2019,Moong(Green Gram),16563.0,9569.0,0.58
Maharashtra,Buldhana,Kharif,2018 - 2019,Niger seed,254.0,16.0,0.06
Maharashtra,Buldhana,Rabi,2018 - 2019,Other Rabi pulses,70.0,41.0,0.59
Maharashtra,Buldhana,Kharif,2018 - 2019,Other Kharif pulses,306.0,92.0,0.3
Maharashtra,Buldhana,Rabi,2018 - 2019,Safflower,185.0,146.0,0.79
Maharashtra,Buldhana,Kharif,2018 - 2019,Sesamum,1930.0,557.0,0.29
Maharashtra,Buldhana,Kharif,2018 - 2019,Soyabean,404209.0,448429.0,1.11
Maharashtra,Buldhana,Whole Year,2018 - 2019,Sugarcane,311.0,13995.0,45.0
Maharashtra,Buldhana,Kharif,2018 - 2019,Sunflower,24.0,3.0,0.13
Maharashtra,Buldhana,Kharif,2018 - 2019,Urad,16205.0,9493.0,0.59
Maharashtra,Buldhana,Rabi,2018 - 2019,Wheat,27400.0,32100.0,1.17
Maharashtra,Buldhana,Kharif,2018 - 2019,Other Cereals,1041.0,416.0,0.4
Maharashtra,Buldhana,Rabi,2018 - 2019,Other Cereals,337.0,337.0,1.0
Maharashtra,Buldhana,Rabi,2018 - 2019,Rapeseed &Mustard,110.0,46.0,0.42
Maharashtra,Buldhana,Kharif,2019 - 2020,Arhar/Tur,93099.0,111274.0,1.2
Maharashtra,Buldhana,Kharif,2019 - 2020,Bajra,2408.0,546.0,0.23
Maharashtra,Buldhana,Kharif,2019 - 2020,Cotton(lint),196553.0,157132.0,0.8
Maharashtra,Buldhana,Rabi,2019 - 2020,Gram,160241.0,212906.0,1.33
Maharashtra,Buldhana,Kharif,2019 - 2020,Groundnut,1436.0,1226.0,0.85
Maharashtra,Buldhana,Rabi,2019 - 2020,Jowar,12839.0,11854.0,0.92
Maharashtra,Buldhana,Kharif,2019 - 2020,Jowar,10449.0,1645.0,0.16
Maharashtra,Buldhana,Kharif,2019 - 2020,Maize,48811.0,26675.0,0.55
Maharashtra,Buldhana,Rabi,2019 - 2020,Maize,12166.0,16397.0,1.35
Maharashtra,Buldhana,Kharif,2019 - 2020,Moong(Green Gram),17161.0,13133.0,0.77
Maharashtra,Buldhana,Rabi,2019 - 2020,Other Rabi pulses,10.0,3.0,0.3
Maharashtra,Buldhana,Kharif,2019 - 2020,Other Kharif pulses,3098.0,929.0,0.3
Maharashtra,Buldhana,Kharif,2019 - 2020,Ragi,10.0,10.0,1.0
Maharashtra,Buldhana,Rabi,2019 - 2020,Safflower,83.0,87.0,1.05
Maharashtra,Buldhana,Kharif,2019 - 2020,Sesamum,1953.0,176.0,0.09
Maharashtra,Buldhana,Kharif,2019 - 2020,Soyabean,396413.0,535844.0,1.35
Maharashtra,Buldhana,Whole Year,2019 - 2020,Sugarcane,397.0,27731.0,69.85
Maharashtra,Buldhana,Kharif,2019 - 2020,Sunflower,30.0,14.0,0.47
Maharashtra,Buldhana,Rabi,2019 - 2020,Sunflower,15.0,7.0,0.47
Maharashtra,Buldhana,Kharif,2019 - 2020,Urad,16580.0,11031.0,0.67
Maharashtra,Buldhana,Rabi,2019 - 2020,Wheat,45555.0,84916.0,1.86
Maharashtra,Buldhana,Rabi,2019 - 2020,other oilseeds,231.0,100.0,0.43
Maharashtra,Buldhana,Kharif,2019 - 2020,other oilseeds,545.0,273.0,0.5
Maharashtra,Buldhana,Kharif,2019 - 2020,Other Cereals,1547.0,696.0,0.45
Maharashtra,Buldhana,Rabi,2019 - 2020,Other Cereals,789.0,350.0,0.44
Maharashtra,Buldhana,Rabi,2019 - 2020,Rapeseed &Mustard,231.0,100.0,0.43
Maharashtra,Buldhana,Kharif,2020 - 2021,Arhar/Tur,94953.55,142648.3,1.5
Maharashtra,Buldhana,Kharif,2020 - 2021,Bajra,2076.41,980.27,0.47
Maharashtra,Buldhana,Kharif,2020 - 2021,Cotton(lint),203500.0,475100.0,2.33
Maharashtra,Buldhana,Rabi,2020 - 2021,Gram,191664.24,239103.61,1.25
Maharashtra,Buldhana,Kharif,2020 - 2021,Groundnut,1583.89,1440.07,0.91
Maharashtra,Buldhana,Rabi,2020 - 2021,Jowar,15306.75,19007.23,1.24
Maharashtra,Buldhana,Kharif,2020 - 2021,Jowar,9818.12,10592.29,1.08
Maharashtra,Buldhana,Kharif,2020 - 2021,Maize,47593.4,162550.51,3.42
Maharashtra,Buldhana,Rabi,2020 - 2021,Maize,11437.1,14753.0,1.29
Maharashtra,Buldhana,Kharif,2020 - 2021,Moong(Green Gram),18072.63,8924.62,0.49
Maharashtra,Buldhana,Rabi,2020 - 2021,Other Rabi pulses,8.0,6.32,0.79
Maharashtra,Buldhana,Kharif,2020 - 2021,Other Kharif pulses,721.3,363.54,0.5
Maharashtra,Buldhana,Rabi,2020 - 2021,Safflower,49.23,34.06,0.69
Maharashtra,Buldhana,Kharif,2020 - 2021,Sesamum,2025.97,401.95,0.2
Maharashtra,Buldhana,Rabi,2020 - 2021,Sesamum,59.0,23.47,0.4
Maharashtra,Buldhana,Kharif,2020 - 2021,Soyabean,415693.31,695094.79,1.67
Maharashtra,Buldhana,Kharif,2020 - 2021,Sunflower,73.0,29.89,0.41
Maharashtra,Buldhana,Rabi,2020 - 2021,Sunflower,32.0,19.16,0.6
Maharashtra,Buldhana,Kharif,2020 - 2021,Urad,17220.46,10851.03,0.63
Maharashtra,Buldhana,Rabi,2020 - 2021,Wheat,55560.18,112018.24,2.02
Maharashtra,Buldhana,Rabi,2020 - 2021,other oilseeds,704.3,303.79,0.43
Maharashtra,Buldhana,Kharif,2020 - 2021,other oilseeds,301.0,150.5,0.5
Maharashtra,Buldhana,Kharif,2020 - 2021,Other Cereals,32.0,14.4,0.45
Maharashtra,Buldhana,Rabi,2020 - 2021,Other Cereals,57.4,25.44,0.44
Maharashtra,Buldhana,Kharif,2021 - 2022,Arhar/Tur,100510.05,371696.23,3.7
Maharashtra,Buldhana,Kharif,2021 - 2022,Bajra,1456.02,527.1,0.36
Maharashtra,Buldhana,Kharif,2021 - 2022,Cotton(lint),203800.0,547300.0,2.69
Maharashtra,Buldhana,Rabi,2021 - 2022,Gram,216416.47,355909.87,1.64
Maharashtra,Buldhana,Kharif,2021 - 2022,Groundnut,1640.27,1679.31,1.02
Maharashtra,Buldhana,Rabi,2021 - 2022,Jowar,17022.05,17808.98,1.05
Maharashtra,Buldhana,Kharif,2021 - 2022,Jowar,9793.66,10906.22,1.11
Maharashtra,Buldhana,Kharif,2021 - 2022,Maize,42790.39,126295.84,2.95
Maharashtra,Buldhana,Rabi,2021 - 2022,Maize,13596.34,29592.43,2.18
Maharashtra,Buldhana,Kharif,2021 - 2022,Moong(Green Gram),17776.72,12511.25,0.7
Maharashtra,Buldhana,Rabi,2021 - 2022,Other Rabi pulses,145.2,58.71,0.4
Maharashtra,Buldhana,Kharif,2021 - 2022,Other Kharif pulses,612.0,202.57,0.33
Maharashtra,Buldhana,Rabi,2021 - 2022,Safflower,82.24,69.89,0.85
Maharashtra,Buldhana,Kharif,2021 - 2022,Sesamum,2025.83,415.7,0.21
Maharashtra,Buldhana,Rabi,2021 - 2022,Sesamum,55.61,39.73,0.71
Maharashtra,Buldhana,Kharif,2021 - 2022,Soyabean,438282.82,747798.15,1.71
Maharashtra,Buldhana,Kharif,2021 - 2022,Sunflower,1.33,0.51,0.38
Maharashtra,Buldhana,Rabi,2021 - 2022,Sunflower,62.0,46.35,0.75
Maharashtra,Buldhana,Kharif,2021 - 2022,Urad,18772.87,14381.9,0.77
Maharashtra,Buldhana,Rabi,2021 - 2022,Wheat,61964.68,168480.11,2.72
Maharashtra,Buldhana,Rabi,2021 - 2022,other oilseeds,285.1,118.11,0.41
Maharashtra,Buldhana,Kharif,2021 - 2022,other oilseeds,180.0,75.0,0.42
Maharashtra,Buldhana,Kharif,2021 - 2022,Other Cereals,1.0,0.47,0.47
Maharashtra,Buldhana,Rabi,2021 - 2022,Other Cereals,19.0,12.65,0.67
Maharashtra,Buldhana,Kharif,2022 - 2023,Arhar/Tur,78974.0,68944.0,0.87
Maharashtra,Buldhana,Kharif,2022 - 2023,Bajra,16.0,6.0,0.38
Maharashtra,Buldhana,Kharif,2022 - 2023,Cotton(lint),212220.31,542517.73,2.56
Maharashtra,Buldhana,Rabi,2022 - 2023,Gram,208150.63,206710.23,0.99
Maharashtra,Buldhana,Kharif,2022 - 2023,Groundnut,603.66,952.58,1.58
Maharashtra,Buldhana,Rabi,2022 - 2023,Jowar,10166.2,14126.65,1.39
Maharashtra,Buldhana,Kharif,2022 - 2023,Jowar,3821.21,2661.86,0.7
Maharashtra,Buldhana,Kharif,2022 - 2023,Maize,40254.0,120287.0,2.99
Maharashtra,Buldhana,Rabi,2022 - 2023,Maize,16140.27,31908.39,1.98
Maharashtra,Buldhana,Kharif,2022 - 2023,Moong(Green Gram),14023.02,9523.03,0.68
Maharashtra,Buldhana,Rabi,2022 - 2023,Other Rabi pulses,11.0,6.29,0.57
Maharashtra,Buldhana,Kharif,2022 - 2023,Other Kharif pulses,51.0,18.4,0.36
Maharashtra,Buldhana,Rabi,2022 - 2023,Safflower,538.0,466.93,0.87
Maharashtra,Buldhana,Kharif,2022 - 2023,Sesamum,595.14,132.48,0.22
Maharashtra,Buldhana,Rabi,2022 - 2023,Sesamum,52.39,17.55,0.34
Maharashtra,Buldhana,Kharif,2022 - 2023,Soyabean,444649.0,791652.0,1.78
Maharashtra,Buldhana,Whole Year,2022 - 2023,Sugarcane,1092.0,63237.72,57.91
Maharashtra,Buldhana,Rabi,2022 - 2023,Sunflower,67.69,31.41,0.46
Maharashtra,Buldhana,Kharif,2022 - 2023,Urad,17878.51,11780.15,0.66
Maharashtra,Buldhana,Rabi,2022 - 2023,Wheat,70773.35,133188.37,1.88
Maharashtra,Buldhana,Rabi,2022 - 2023,other oilseeds,620.5,255.98,0.41
Maharashtra,Buldhana,Kharif,2022 - 2023,other oilseeds,44.0,22.0,0.5
Maharashtra,Buldhana,Kharif,2022 - 2023,Other Cereals,20.0,9.2,0.46
Maharashtra,Buldhana,Rabi,2022 - 2023,Other Cereals,3.0,2.15,0.72
Maharashtra,Chandrapur,Kharif,2012 - 2013,Arhar/Tur,34700.0,48400.0,1.39
Maharashtra,Chandrapur,Kharif,2012 - 2013,Castor seed,200.0,20.0,0.1
Maharashtra,Chandrapur,Kharif,2012 - 2013,Cotton(lint),107700.0,269900.0,2.51
Maharashtra,Chandrapur,Rabi,2012 - 2013,Gram,29100.0,23600.0,0.81
Maharashtra,Chandrapur,Rabi,2012 - 2013,Jowar,4600.0,2500.0,0.54
Maharashtra,Chandrapur,Kharif,2012 - 2013,Jowar,2700.0,2600.0,0.96
Maharashtra,Chandrapur,Rabi,2012 - 2013,Linseed,6300.0,2500.0,0.4
Maharashtra,Chandrapur,Kharif,2012 - 2013,Moong(Green Gram),600.0,200.0,0.33
Maharashtra,Chandrapur,Rabi,2012 - 2013,Other Rabi pulses,30200.0,9900.0,0.33
Maharashtra,Chandrapur,Kharif,2012 - 2013,Other Kharif pulses,2300.0,600.0,0.26
Maharashtra,Chandrapur,Kharif,2012 - 2013,Rice,158200.0,250500.0,1.58
Maharashtra,Chandrapur,Kharif,2012 - 2013,Sesamum,500.0,200.0,0.4
Maharashtra,Chandrapur,Kharif,2012 - 2013,Small millets,100.0,20.0,0.2
Maharashtra,Chandrapur,Kharif,2012 - 2013,Soyabean,142100.0,145100.0,1.02
Maharashtra,Chandrapur,Kharif,2012 - 2013,Urad,200.0,100.0,0.5
Maharashtra,Chandrapur,Rabi,2012 - 2013,Wheat,22400.0,26700.0,1.19
Maharashtra,Chandrapur,Rabi,2012 - 2013,Rapeseed &Mustard,600.0,200.0,0.33
Maharashtra,Chandrapur,Kharif,2013 - 2014,Arhar/Tur,32600.0,28500.0,0.87
Maharashtra,Chandrapur,Kharif,2013 - 2014,Cotton(lint),107100.0,202300.0,1.89
Maharashtra,Chandrapur,Rabi,2013 - 2014,Gram,32800.0,17200.0,0.52
Maharashtra,Chandrapur,Rabi,2013 - 2014,Jowar,5100.0,2300.0,0.45
Maharashtra,Chandrapur,Kharif,2013 - 2014,Jowar,2700.0,2100.0,0.78
Maharashtra,Chandrapur,Kharif,2013 - 2014,Moong(Green Gram),600.0,300.0,0.5
Maharashtra,Chandrapur,Rabi,2013 - 2014,Other Rabi pulses,36600.0,14400.0,0.39
