State,District,Season,Year,Crop,Area_Ha,Production_Ton,Yield_TonHa
Punjab,Malerkotla,Kharif,2022 - 2023,Maize,200.0,900.0,4.5
Punjab,Malerkotla,Rabi,2022 - 2023,Barley,400.0,1600.0,4.0
Punjab,Malerkotla,Kharif,2022 - 2023,Cotton(lint),100.0,200.0,2.0
Punjab,Mansa,Rabi,2012 - 2013,Gram,100.0,100.0,1.0
Punjab,Mansa,Rabi,2012 - 2013,Masoor,100.0,100.0,1.0
Punjab,Mansa,Rabi,2012 - 2013,Rapeseed &Mustard,2000.0,3100.0,1.55
Punjab,Mansa,Kharif,2012 - 2013,Rice,78000.0,321000.0,4.12
Punjab,Mansa,Rabi,2012 - 2013,Wheat,171000.0,759000.0,4.44
Punjab,Mansa,Kharif,2012 - 2013,Moong(Green Gram),100.0,100.0,1.0
Punjab,Mansa,Kharif,2012 - 2013,Guar seed,2900.0,2900.0,1.0
Punjab,Mansa,Rabi,2012 - 2013,Barley,1000.0,3000.0,3.0
Punjab,Mansa,Kharif,2012 - 2013,Cotton(lint),90000.0,317000.0,3.52
Punjab,Mansa,Kharif,2012 - 2013,Bajra,1000.0,1000.0,1.0
Punjab,Mansa,Rabi,2013 - 2014,Rapeseed &Mustard,2000.0,2700.0,1.35
Punjab,Mansa,Kharif,2013 - 2014,Rice,81000.0,334000.0,4.12
Punjab,Mansa,Rabi,2013 - 2014,Wheat,170000.0,854000.0,5.02
Punjab,Mansa,Kharif,2013 - 2014,Moong(Green Gram),400.0,200.0,0.5
Punjab,Mansa,Kharif,2013 - 2014,Guar seed,4800.0,4500.0,0.94
Punjab,Mansa,Rabi,2013 - 2014,Barley,1000.0,3000.0,3.0
Punjab,Mansa,Kharif,2013 - 2014,Cotton(lint),86000.0,275000.0,3.2
Punjab,Mansa,Kharif,2013 - 2014,Bajra,200.0,200.0,1.0
Punjab,Mansa,Rabi,2014 - 2015,Gram,100.0,130.0,1.3
Punjab,Mansa,Rabi,2014 - 2015,Rapeseed &Mustard,2000.0,2100.0,1.05
Punjab,Mansa,Kharif,2014 - 2015,Rice,82000.0,296000.0,3.61
Punjab,Mansa,Rabi,2014 - 2015,Wheat,166000.0,742000.0,4.47
Punjab,Mansa,Kharif,2014 - 2015,Guar seed,3800.0,2800.0,0.74
Punjab,Mansa,Rabi,2014 - 2015,Barley,1000.0,3100.0,3.1
Punjab,Mansa,Kharif,2014 - 2015,Cotton(lint),84000.0,251000.0,2.99
Punjab,Mansa,Rabi,2015 - 2016,Gram,100.0,130.0,1.3
Punjab,Mansa,Rabi,2015 - 2016,Rapeseed &Mustard,2000.0,2500.0,1.25
Punjab,Mansa,Kharif,2015 - 2016,Rice,93000.0,363000.0,3.9
Punjab,Mansa,Kharif,2015 - 2016,Sesamum,100.0,30.0,0.3
Punjab,Mansa,Rabi,2015 - 2016,Wheat,170000.0,789000.0,4.64
Punjab,Mansa,Kharif,2015 - 2016,Moong(Green Gram),400.0,190.0,0.48
Punjab,Mansa,Kharif,2015 - 2016,Guar seed,7700.0,7320.0,0.95
Punjab,Mansa,Rabi,2015 - 2016,Barley,1000.0,3400.0,3.4
Punjab,Mansa,Kharif,2015 - 2016,Cotton(lint),72000.0,77000.0,1.07
Punjab,Mansa,Kharif,2016 - 2017,Arhar/Tur,100.0,100.0,1.0
Punjab,Mansa,Rabi,2016 - 2017,Gram,100.0,200.0,2.0
Punjab,Mansa,Rabi,2016 - 2017,Rapeseed &Mustard,1600.0,2400.0,1.5
Punjab,Mansa,Kharif,2016 - 2017,Rice,103000.0,442000.0,4.29
Punjab,Mansa,Rabi,2016 - 2017,Wheat,171000.0,876000.0,5.12
Punjab,Mansa,Kharif,2016 - 2017,Moong(Green Gram),200.0,100.0,0.5
Punjab,Mansa,Kharif,2016 - 2017,Guar seed,5400.0,5600.0,1.04
Punjab,Mansa,Rabi,2016 - 2017,Barley,500.0,1800.0,3.6
Punjab,Mansa,Kharif,2016 - 2017,Cotton(lint),63000.0,262000.0,4.16
Punjab,Mansa,Kharif,2016 - 2017,Bajra,1000.0,600.0,0.6
Punjab,Mansa,Rabi,2017 - 2018,Gram,100.0,200.0,2.0
Punjab,Mansa,Rabi,2017 - 2018,Rapeseed &Mustard,1500.0,2500.0,1.67
Punjab,Mansa,Kharif,2017 - 2018,Rice,107000.0,499000.0,4.66
Punjab,Mansa,Rabi,2017 - 2018,Wheat,172000.0,890000.0,5.17
Punjab,Mansa,Kharif,2017 - 2018,Moong(Green Gram),100.0,100.0,1.0
Punjab,Mansa,Rabi,2017 - 2018,Moong(Green Gram),900.0,900.0,1.0
Punjab,Mansa,Kharif,2017 - 2018,Guar seed,3600.0,4000.0,1.11
Punjab,Mansa,Rabi,2017 - 2018,Barley,500.0,1700.0,3.4
Punjab,Mansa,Kharif,2017 - 2018,Cotton(lint),60000.0,227000.0,3.78
Punjab,Mansa,Kharif,2017 - 2018,Bajra,500.0,300.0,0.6
Punjab,Mansa,Rabi,2018 - 2019,Gram,100.0,200.0,2.0
Punjab,Mansa,Rabi,2018 - 2019,Rapeseed &Mustard,1500.0,2700.0,1.8
Punjab,Mansa,Kharif,2018 - 2019,Rice,116000.0,514000.0,4.43
Punjab,Mansa,Rabi,2018 - 2019,Wheat,171000.0,932000.0,5.45
Punjab,Mansa,Kharif,2018 - 2019,Moong(Green Gram),200.0,200.0,1.0
Punjab,Mansa,Rabi,2018 - 2019,Moong(Green Gram),700.0,600.0,0.86
Punjab,Mansa,Rabi,2018 - 2019,Peas & beans (Pulses),100.0,100.0,1.0
Punjab,Mansa,Kharif,2018 - 2019,Guar seed,2900.0,3400.0,1.17
Punjab,Mansa,Rabi,2018 - 2019,Barley,300.0,1100.0,3.67
Punjab,Mansa,Kharif,2018 - 2019,Cotton(lint),54600.0,230900.0,4.23
Punjab,Mansa,Kharif,2018 - 2019,Bajra,400.0,200.0,0.5
Punjab,Mansa,Rabi,2019 - 2020,Gram,100.0,100.0,1.0
Punjab,Mansa,Rabi,2019 - 2020,Rapeseed &Mustard,1500.0,2900.0,1.93
Punjab,Mansa,Kharif,2019 - 2020,Rice,119000.0,489000.0,4.11
Punjab,Mansa,Rabi,2019 - 2020,Wheat,171000.0,922000.0,5.39
Punjab,Mansa,Kharif,2019 - 2020,Maize,100.0,400.0,4.0
Punjab,Mansa,Kharif,2019 - 2020,Moong(Green Gram),100.0,100.0,1.0
Punjab,Mansa,Rabi,2019 - 2020,Moong(Green Gram),900.0,800.0,0.89
Punjab,Mansa,Kharif,2019 - 2020,Guar seed,2300.0,2800.0,1.22
Punjab,Mansa,Rabi,2019 - 2020,Barley,300.0,1100.0,3.67
Punjab,Mansa,Kharif,2019 - 2020,Cotton(lint),53700.0,262200.0,4.88
Punjab,Mansa,Kharif,2019 - 2020,Bajra,300.0,200.0,0.67
Punjab,Mansa,Rabi,2020 - 2021,Gram,100.0,100.0,1.0
Punjab,Mansa,Rabi,2020 - 2021,Rapeseed &Mustard,1600.0,2700.0,1.69
Punjab,Mansa,Kharif,2020 - 2021,Rice,121400.0,578000.0,4.76
Punjab,Mansa,Whole Year,2020 - 2021,Sugarcane,100.0,8000.0,80.0
Punjab,Mansa,Rabi,2020 - 2021,Wheat,171600.0,852000.0,4.97
Punjab,Mansa,Rabi,2020 - 2021,Barley,300.0,1100.0,3.67
Punjab,Mansa,Kharif,2020 - 2021,Cotton(lint),50600.0,228000.0,4.51
Punjab,Mansa,Kharif,2020 - 2021,Bajra,400.0,300.0,0.75
Punjab,Mansa,Rabi,2021 - 2022,Gram,100.0,100.0,1.0
Punjab,Mansa,Rabi,2021 - 2022,Rapeseed &Mustard,1900.0,3200.0,1.68
Punjab,Mansa,Kharif,2021 - 2022,Rice,122700.0,561000.0,4.57
Punjab,Mansa,Rabi,2021 - 2022,Wheat,172500.0,768000.0,4.45
Punjab,Mansa,Kharif,2021 - 2022,Maize,100.0,400.0,4.0
Punjab,Mansa,Rabi,2021 - 2022,Barley,200.0,700.0,3.5
Punjab,Mansa,Kharif,2021 - 2022,Cotton(lint),51700.0,65400.0,1.26
Punjab,Mansa,Kharif,2021 - 2022,Bajra,300.0,200.0,0.67
Punjab,Mansa,Rabi,2022 - 2023,Gram,100.0,200.0,2.0
Punjab,Mansa,Rabi,2022 - 2023,Rapeseed &Mustard,3100.0,4900.0,1.58
Punjab,Mansa,Kharif,2022 - 2023,Rice,126300.0,593000.0,4.7
Punjab,Mansa,Whole Year,2022 - 2023,Sugarcane,100.0,8000.0,80.0
Punjab,Mansa,Rabi,2022 - 2023,Wheat,170800.0,854200.0,5.0
Punjab,Mansa,Kharif,2022 - 2023,Maize,100.0,400.0,4.0
Punjab,Mansa,Kharif,2022 - 2023,Moong(Green Gram),600.0,600.0,1.0
Punjab,Mansa,Kharif,2022 - 2023,Guar seed,1400.0,2000.0,1.43
Punjab,Mansa,Rabi,2022 - 2023,Barley,300.0,1200.0,4.0
Punjab,Mansa,Kharif,2022 - 2023,Cotton(lint),47100.0,79000.0,1.68
Punjab,Mansa,Kharif,2022 - 2023,Bajra,300.0,200.0,0.67
Punjab,Mansa,Kharif,2022 - 2023,Small millets,300.0,200.0,0.67
Punjab,Moga,Kharif,2012 - 2013,Arhar/Tur,300.0,200.0,0.67
Punjab,Moga,Rabi,2012 - 2013,Gram,100.0,100.0,1.0
Punjab,Moga,Rabi,2012 - 2013,Rapeseed &Mustard,1000.0,1400.0,1.4
Punjab,Moga,Kharif,2012 - 2013,Rice,176000.0,794000.0,4.51
Punjab,Moga,Rabi,2012 - 2013,Wheat,176000.0,871000.0,4.95
Punjab,Moga,Kharif,2012 - 2013,Moong(Green Gram),300.0,300.0,1.0
Punjab,Moga,Kharif,2012 - 2013,Cotton(lint),2000.0,9000.0,4.5
Punjab,Moga,Kharif,2013 - 2014,Arhar/Tur,200.0,200.0,1.0
Punjab,Moga,Rabi,2013 - 2014,Gram,100.0,120.0,1.2
Punjab,Moga,Rabi,2013 - 2014,Rapeseed &Mustard,1000.0,1200.0,1.2
Punjab,Moga,Kharif,2013 - 2014,Rice,176000.0,815000.0,4.63
Punjab,Moga,Rabi,2013 - 2014,Wheat,176000.0,922000.0,5.24
Punjab,Moga,Kharif,2013 - 2014,Moong(Green Gram),200.0,200.0,1.0
Punjab,Moga,Kharif,2013 - 2014,Cotton(lint),2000.0,8000.0,4.0
Punjab,Moga,Kharif,2014 - 2015,Arhar/Tur,200.0,100.0,0.5
Punjab,Moga,Rabi,2014 - 2015,Gram,100.0,110.0,1.1
Punjab,Moga,Rabi,2014 - 2015,Rapeseed &Mustard,1000.0,1100.0,1.1
Punjab,Moga,Kharif,2014 - 2015,Rice,177000.0,815000.0,4.6
Punjab,Moga,Rabi,2014 - 2015,Wheat,175000.0,794000.0,4.54
Punjab,Moga,Kharif,2014 - 2015,Moong(Green Gram),200.0,200.0,1.0
Punjab,Moga,Kharif,2014 - 2015,Cotton(lint),1000.0,3000.0,3.0
Punjab,Moga,Kharif,2015 - 2016,Arhar/Tur,300.0,300.0,1.0
Punjab,Moga,Rabi,2015 - 2016,Rapeseed &Mustard,1000.0,1100.0,1.1
Punjab,Moga,Kharif,2015 - 2016,Rice,183000.0,871000.0,4.76
Punjab,Moga,Rabi,2015 - 2016,Wheat,175000.0,805000.0,4.6
Punjab,Moga,Kharif,2015 - 2016,Moong(Green Gram),100.0,90.0,0.9
Punjab,Moga,Rabi,2015 - 2016,Peas & beans (Pulses),100.0,100.0,1.0
Punjab,Moga,Kharif,2015 - 2016,Cotton(lint),1000.0,2000.0,2.0
Punjab,Moga,Kharif,2016 - 2017,Arhar/Tur,200.0,200.0,1.0
Punjab,Moga,Rabi,2016 - 2017,Rapeseed &Mustard,500.0,900.0,1.8
Punjab,Moga,Kharif,2016 - 2017,Rice,178000.0,816000.0,4.58
Punjab,Moga,Rabi,2016 - 2017,Wheat,174000.0,918000.0,5.28
Punjab,Moga,Kharif,2016 - 2017,Moong(Green Gram),100.0,100.0,1.0
Punjab,Moga,Rabi,2016 - 2017,Barley,300.0,1100.0,3.67
Punjab,Moga,Kharif,2017 - 2018,Arhar/Tur,200.0,200.0,1.0
Punjab,Moga,Rabi,2017 - 2018,Rapeseed &Mustard,500.0,800.0,1.6
Punjab,Moga,Kharif,2017 - 2018,Rice,181000.0,869000.0,4.8
Punjab,Moga,Rabi,2017 - 2018,Wheat,175000.0,908000.0,5.19
Punjab,Moga,Kharif,2017 - 2018,Moong(Green Gram),100.0,100.0,1.0
Punjab,Moga,Rabi,2017 - 2018,Moong(Green Gram),1000.0,900.0,0.9
Punjab,Moga,Rabi,2017 - 2018,Barley,300.0,1000.0,3.33
Punjab,Moga,Kharif,2018 - 2019,Arhar/Tur,300.0,400.0,1.33
Punjab,Moga,Rabi,2018 - 2019,Rapeseed &Mustard,500.0,800.0,1.6
Punjab,Moga,Kharif,2018 - 2019,Rice,181000.0,817000.0,4.51
Punjab,Moga,Rabi,2018 - 2019,Wheat,175000.0,941000.0,5.38
Punjab,Moga,Kharif,2018 - 2019,Maize,100.0,400.0,4.0
Punjab,Moga,Kharif,2018 - 2019,Moong(Green Gram),200.0,200.0,1.0
Punjab,Moga,Rabi,2018 - 2019,Moong(Green Gram),1200.0,1000.0,0.83
Punjab,Moga,Rabi,2018 - 2019,Barley,300.0,1200.0,4.0
Punjab,Moga,Kharif,2018 - 2019,Cotton(lint),200.0,900.0,4.5
Punjab,Moga,Kharif,2019 - 2020,Arhar/Tur,300.0,300.0,1.0
Punjab,Moga,Rabi,2019 - 2020,Rapeseed &Mustard,600.0,1000.0,1.67
Punjab,Moga,Kharif,2019 - 2020,Rice,181000.0,826000.0,4.56
Punjab,Moga,Rabi,2019 - 2020,Wheat,176000.0,942000.0,5.35
Punjab,Moga,Kharif,2019 - 2020,Maize,400.0,1400.0,3.5
Punjab,Moga,Kharif,2019 - 2020,Moong(Green Gram),200.0,200.0,1.0
Punjab,Moga,Rabi,2019 - 2020,Moong(Green Gram),3500.0,3100.0,0.89
Punjab,Moga,Rabi,2019 - 2020,Barley,400.0,1600.0,4.0
Punjab,Moga,Kharif,2019 - 2020,Cotton(lint),100.0,500.0,5.0
Punjab,Moga,Kharif,2019 - 2020,Bajra,200.0,100.0,0.5
Punjab,Moga,Kharif,2020 - 2021,Arhar/Tur,300.0,400.0,1.33
Punjab,Moga,Rabi,2020 - 2021,Gram,100.0,100.0,1.0
Punjab,Moga,Rabi,2020 - 2021,Rapeseed &Mustard,600.0,1100.0,1.83
Punjab,Moga,Kharif,2020 - 2021,Rice,182900.0,892000.0,4.88
Punjab,Moga,Rabi,2020 - 2021,Wheat,177000.0,911000.0,5.15
Punjab,Moga,Kharif,2020 - 2021,Maize,300.0,700.0,2.33
Punjab,Moga,Kharif,2020 - 2021,Moong(Green Gram),200.0,200.0,1.0
Punjab,Moga,Rabi,2020 - 2021,Barley,300.0,1300.0,4.33
Punjab,Moga,Kharif,2020 - 2021,Cotton(lint),100.0,400.0,4.0
Punjab,Moga,Kharif,2021 - 2022,Arhar/Tur,200.0,300.0,1.5
Punjab,Moga,Rabi,2021 - 2022,Gram,100.0,100.0,1.0
Punjab,Moga,Rabi,2021 - 2022,Rapeseed &Mustard,700.0,1100.0,1.57
Punjab,Moga,Kharif,2021 - 2022,Rice,181700.0,861000.0,4.74
Punjab,Moga,Whole Year,2021 - 2022,Sugarcane,100.0,8000.0,80.0
Punjab,Moga,Rabi,2021 - 2022,Wheat,177900.0,778000.0,4.37
Punjab,Moga,Kharif,2021 - 2022,Maize,400.0,2000.0,5.0
Punjab,Moga,Rabi,2021 - 2022,Barley,200.0,500.0,2.5
Punjab,Moga,Kharif,2021 - 2022,Cotton(lint),100.0,500.0,5.0
Punjab,Moga,Kharif,2022 - 2023,Arhar/Tur,200.0,200.0,1.0
Punjab,Moga,Rabi,2022 - 2023,Rapeseed &Mustard,800.0,1300.0,1.63
Punjab,Moga,Kharif,2022 - 2023,Rice,183200.0,927000.0,5.06
Punjab,Moga,Whole Year,2022 - 2023,Sugarcane,100.0,8000.0,80.0
Punjab,Moga,Rabi,2022 - 2023,Wheat,178100.0,846300.0,4.75
Punjab,Moga,Kharif,2022 - 2023,Maize,200.0,1100.0,5.5
Punjab,Moga,Rabi,2022 - 2023,Barley,200.0,700.0,3.5
Punjab,Moga,Kharif,2022 - 2023,Cotton(lint),100.0,200.0,2.0
Punjab,Muktsar,Rabi,2012 - 2013,Gram,100.0,100.0,1.0
Punjab,Muktsar,Rabi,2012 - 2013,Rapeseed &Mustard,1000.0,1300.0,1.3
Punjab,Muktsar,Kharif,2012 - 2013,Rice,118000.0,471000.0,3.99
Punjab,Muktsar,Kharif,2012 - 2013,Sesamum,100.0,,0.0
Punjab,Muktsar,Rabi,2012 - 2013,Wheat,209000.0,996000.0,4.77
Punjab,Muktsar,Kharif,2012 - 2013,Moong(Green Gram),300.0,300.0,1.0
Punjab,Muktsar,Kharif,2012 - 2013,Guar seed,1900.0,2200.0,1.16
Punjab,Muktsar,Rabi,2012 - 2013,Barley,1000.0,4000.0,4.0
Punjab,Muktsar,Kharif,2012 - 2013,Cotton(lint),88000.0,298000.0,3.39
Punjab,Muktsar,Rabi,2013 - 2014,Gram,100.0,130.0,1.3
Punjab,Muktsar,Rabi,2013 - 2014,Rapeseed &Mustard,1000.0,1300.0,1.3
Punjab,Muktsar,Kharif,2013 - 2014,Rice,115000.0,457000.0,3.97
Punjab,Muktsar,Kharif,2013 - 2014,Sesamum,100.0,,0.0
Punjab,Muktsar,Rabi,2013 - 2014,Wheat,209000.0,1058000.0,5.06
Punjab,Muktsar,Kharif,2013 - 2014,Moong(Green Gram),300.0,300.0,1.0
Punjab,Muktsar,Kharif,2013 - 2014,Guar seed,4200.0,2800.0,0.67
Punjab,Muktsar,Rabi,2013 - 2014,Barley,1000.0,4000.0,4.0
Punjab,Muktsar,Kharif,2013 - 2014,Cotton(lint),82000.0,264000.0,3.22
Punjab,Muktsar,Kharif,2013 - 2014,Bajra,100.0,100.0,1.0
Punjab,Muktsar,Rabi,2014 - 2015,Gram,100.0,110.0,1.1
Punjab,Muktsar,Rabi,2014 - 2015,Rapeseed &Mustard,1000.0,1200.0,1.2
Punjab,Muktsar,Kharif,2014 - 2015,Rice,135000.0,514000.0,3.81
Punjab,Muktsar,Kharif,2014 - 2015,Sesamum,100.0,,0.0
Punjab,Muktsar,Rabi,2014 - 2015,Wheat,208000.0,907000.0,4.36
Punjab,Muktsar,Kharif,2014 - 2015,Moong(Green Gram),100.0,100.0,1.0
Punjab,Muktsar,Kharif,2014 - 2015,Guar seed,2700.0,1700.0,0.63
Punjab,Muktsar,Rabi,2014 - 2015,Barley,1000.0,3400.0,3.4
Punjab,Muktsar,Kharif,2014 - 2015,Cotton(lint),66000.0,217000.0,3.29
Punjab,Muktsar,Rabi,2015 - 2016,Gram,100.0,130.0,1.3
Punjab,Muktsar,Rabi,2015 - 2016,Rapeseed &Mustard,1000.0,1100.0,1.1
Punjab,Muktsar,Kharif,2015 - 2016,Rice,158000.0,667000.0,4.22
Punjab,Muktsar,Kharif,2015 - 2016,Sesamum,100.0,50.0,0.5
Punjab,Muktsar,Rabi,2015 - 2016,Wheat,209000.0,969000.0,4.64
Punjab,Muktsar,Kharif,2015 - 2016,Moong(Green Gram),200.0,130.0,0.65
Punjab,Muktsar,Kharif,2015 - 2016,Guar seed,4000.0,800.0,0.2
Punjab,Muktsar,Rabi,2015 - 2016,Barley,1000.0,3500.0,3.5
Punjab,Muktsar,Kharif,2015 - 2016,Cotton(lint),46000.0,34000.0,0.74
Punjab,Muktsar,Kharif,2016 - 2017,Arhar/Tur,500.0,400.0,0.8
Punjab,Muktsar,Rabi,2016 - 2017,Gram,100.0,200.0,2.0
Punjab,Muktsar,Rabi,2016 - 2017,Rapeseed &Mustard,700.0,900.0,1.29
Punjab,Muktsar,Kharif,2016 - 2017,Rice,173000.0,699000.0,4.04
Punjab,Muktsar,Kharif,2016 - 2017,Sesamum,100.0,,0.0
Punjab,Muktsar,Rabi,2016 - 2017,Wheat,213000.0,1093000.0,5.13
Punjab,Muktsar,Kharif,2016 - 2017,Moong(Green Gram),200.0,200.0,1.0
Punjab,Muktsar,Kharif,2016 - 2017,Guar seed,2600.0,2700.0,1.04
Punjab,Muktsar,Rabi,2016 - 2017,Barley,500.0,1600.0,3.2
Punjab,Muktsar,Kharif,2016 - 2017,Cotton(lint),32000.0,136000.0,4.25
Punjab,Muktsar,Kharif,2017 - 2018,Arhar/Tur,200.0,200.0,1.0
Punjab,Muktsar,Rabi,2017 - 2018,Gram,100.0,100.0,1.0
Punjab,Muktsar,Rabi,2017 - 2018,Rapeseed &Mustard,700.0,1000.0,1.43
Punjab,Muktsar,Kharif,2017 - 2018,Rice,173000.0,687000.0,3.97
Punjab,Muktsar,Kharif,2017 - 2018,Sesamum,100.0,100.0,1.0
Punjab,Muktsar,Rabi,2017 - 2018,Wheat,211000.0,1108000.0,5.25
Punjab,Muktsar,Rabi,2017 - 2018,Moong(Green Gram),200.0,200.0,1.0
Punjab,Muktsar,Kharif,2017 - 2018,Guar seed,1500.0,1200.0,0.8
Punjab,Muktsar,Rabi,2017 - 2018,Barley,300.0,1000.0,3.33
Punjab,Muktsar,Kharif,2017 - 2018,Cotton(lint),36000.0,164000.0,4.56
Punjab,Muktsar,Rabi,2018 - 2019,Rapeseed &Mustard,700.0,900.0,1.29
Punjab,Muktsar,Kharif,2018 - 2019,Rice,179000.0,728000.0,4.07
Punjab,Muktsar,Rabi,2018 - 2019,Wheat,214000.0,1192000.0,5.57
Punjab,Muktsar,Kharif,2018 - 2019,Moong(Green Gram),100.0,100.0,1.0
Punjab,Muktsar,Rabi,2018 - 2019,Moong(Green Gram),300.0,300.0,1.0
Punjab,Muktsar,Kharif,2018 - 2019,Guar seed,1200.0,1000.0,0.83
Punjab,Muktsar,Rabi,2018 - 2019,Barley,300.0,1100.0,3.67
Punjab,Muktsar,Kharif,2018 - 2019,Cotton(lint),31400.0,137800.0,4.39
Punjab,Muktsar,Rabi,2019 - 2020,Rapeseed &Mustard,500.0,700.0,1.4
Punjab,Muktsar,Kharif,2019 - 2020,Rice,190000.0,637000.0,3.35
Punjab,Muktsar,Whole Year,2019 - 2020,Sugarcane,400.0,32000.0,80.0
Punjab,Muktsar,Rabi,2019 - 2020,Wheat,214000.0,1168000.0,5.46
Punjab,Muktsar,Rabi,2019 - 2020,Moong(Green Gram),1000.0,1000.0,1.0
Punjab,Muktsar,Kharif,2019 - 2020,Guar seed,500.0,400.0,0.8
Punjab,Muktsar,Rabi,2019 - 2020,Barley,200.0,800.0,4.0
Punjab,Muktsar,Kharif,2019 - 2020,Cotton(lint),26000.0,122900.0,4.73
Punjab,Muktsar,Rabi,2020 - 2021,Rapeseed &Mustard,500.0,600.0,1.2
Punjab,Muktsar,Kharif,2020 - 2021,Rice,185400.0,809000.0,4.36
Punjab,Muktsar,Whole Year,2020 - 2021,Sugarcane,100.0,8000.0,80.0
Punjab,Muktsar,Rabi,2020 - 2021,Wheat,215200.0,1087000.0,5.05
Punjab,Muktsar,Kharif,2020 - 2021,Maize,100.0,400.0,4.0
Punjab,Muktsar,Kharif,2020 - 2021,Guar seed,500.0,800.0,1.6
Punjab,Muktsar,Rabi,2020 - 2021,Barley,200.0,700.0,3.5
Punjab,Muktsar,Kharif,2020 - 2021,Cotton(lint),28700.0,114000.0,3.97
Punjab,Muktsar,Rabi,2020 - 2021,other oilseeds,1600.0,2000.0,1.25
Punjab,Muktsar,Rabi,2021 - 2022,Rapeseed &Mustard,1800.0,3400.0,1.89
Punjab,Muktsar,Kharif,2021 - 2022,Rice,183400.0,766000.0,4.18
Punjab,Muktsar,Whole Year,2021 - 2022,Sugarcane,200.0,16000.0,80.0
Punjab,Muktsar,Rabi,2021 - 2022,Wheat,219200.0,992000.0,4.53
Punjab,Muktsar,Kharif,2021 - 2022,Maize,7700.0,41100.0,5.34
Punjab,Muktsar,Kharif,2021 - 2022,Guar seed,400.0,300.0,0.75
Punjab,Muktsar,Rabi,2021 - 2022,Barley,200.0,600.0,3.0
Punjab,Muktsar,Kharif,2021 - 2022,Cotton(lint),32200.0,124300.0,3.86
Punjab,Muktsar,Rabi,2022 - 2023,Rapeseed &Mustard,1500.0,1900.0,1.27
Punjab,Muktsar,Kharif,2022 - 2023,Rice,183000.0,754000.0,4.12
Punjab,Muktsar,Whole Year,2022 - 2023,Sugarcane,200.0,17000.0,85.0
Punjab,Muktsar,Rabi,2022 - 2023,Wheat,217100.0,1019100.0,4.69
Punjab,Muktsar,Kharif,2022 - 2023,Maize,100.0,400.0,4.0
Punjab,Muktsar,Kharif,2022 - 2023,Moong(Green Gram),200.0,200.0,1.0
Punjab,Muktsar,Kharif,2022 - 2023,Guar seed,400.0,400.0,1.0
Punjab,Muktsar,Rabi,2022 - 2023,Barley,200.0,600.0,3.0
Punjab,Muktsar,Kharif,2022 - 2023,Cotton(lint),33500.0,67200.0,2.01
Punjab,Nawanshahr,Rabi,2012 - 2013,Rapeseed &Mustard,2000.0,2800.0,1.4
Punjab,Nawanshahr,Kharif,2012 - 2013,Rice,57000.0,236000.0,4.14
Punjab,Nawanshahr,Whole Year,2012 - 2013,Sugarcane,5000.0,327000.0,65.4
Punjab,Nawanshahr,Rabi,2012 - 2013,Wheat,80000.0,382000.0,4.78
Punjab,Nawanshahr,Kharif,2012 - 2013,Maize,14000.0,58000.0,4.14
Punjab,Nawanshahr,Rabi,2012 - 2013,Sunflower,1000.0,2000.0,2.0
Punjab,Nawanshahr,Rabi,2013 - 2014,Rapeseed &Mustard,3000.0,3800.0,1.27
Punjab,Nawanshahr,Kharif,2013 - 2014,Rice,56000.0,202000.0,3.61
Punjab,Nawanshahr,Whole Year,2013 - 2014,Sugarcane,6000.0,401000.0,66.83
Punjab,Nawanshahr,Rabi,2013 - 2014,Wheat,75000.0,371000.0,4.95
Punjab,Nawanshahr,Kharif,2013 - 2014,Maize,12000.0,50000.0,4.17
Punjab,Nawanshahr,Rabi,2013 - 2014,Peas & beans (Pulses),100.0,170.0,1.7
Punjab,Nawanshahr,Kharif,2013 - 2014,Guar seed,100.0,100.0,1.0
Punjab,Nawanshahr,Rabi,2014 - 2015,Rapeseed &Mustard,1000.0,1200.0,1.2
Punjab,Nawanshahr,Kharif,2014 - 2015,Rice,57000.0,226000.0,3.96
Punjab,Nawanshahr,Whole Year,2014 - 2015,Sugarcane,6000.0,395000.0,65.83
Punjab,Nawanshahr,Rabi,2014 - 2015,Wheat,76000.0,282000.0,3.71
Punjab,Nawanshahr,Kharif,2014 - 2015,Maize,10000.0,44000.0,4.4
Punjab,Nawanshahr,Rabi,2014 - 2015,Peas & beans (Pulses),100.0,120.0,1.2
Punjab,Nawanshahr,Kharif,2014 - 2015,Guar seed,100.0,100.0,1.0
Punjab,Nawanshahr,Rabi,2015 - 2016,Rapeseed &Mustard,2000.0,2600.0,1.3
Punjab,Nawanshahr,Kharif,2015 - 2016,Rice,59000.0,252000.0,4.27
Punjab,Nawanshahr,Whole Year,2015 - 2016,Sugarcane,6000.0,453000.0,75.5
Punjab,Nawanshahr,Rabi,2015 - 2016,Wheat,78000.0,368000.0,4.72
Punjab,Nawanshahr,Kharif,2015 - 2016,Maize,9000.0,32000.0,3.56
Punjab,Nawanshahr,Rabi,2015 - 2016,Peas & beans (Pulses),100.0,200.0,2.0
Punjab,Nawanshahr,Rabi,2016 - 2017,Rapeseed &Mustard,1800.0,2400.0,1.33
Punjab,Nawanshahr,Kharif,2016 - 2017,Rice,60000.0,260000.0,4.33
Punjab,Nawanshahr,Whole Year,2016 - 2017,Sugarcane,6000.0,470000.0,78.33
Punjab,Nawanshahr,Rabi,2016 - 2017,Wheat,76000.0,374000.0,4.92
