State,District,Season,Year,Crop,Area_Ha,Production_Ton,Yield_TonHa,Start_Year,District_norm,State_norm,latitude,longitude,soil_ph,soil_oc,clay_pct,sand_pct,cec_cmol,avg_temp,humidity_avg,rain_total,solar_avg
Punjab,Pathankot,Rabi,2013 - 2014,Masoor,100.0,70.0,0.7,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.105384615384615,48.63978021978022,204.00000000000003,13.369725274725274
Punjab,Pathankot,Rabi,2013 - 2014,Rapeseed &Mustard,1000.0,1300.0,1.3,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.105384615384615,48.63978021978022,204.00000000000003,13.369725274725274
Punjab,Pathankot,Kharif,2013 - 2014,Rice,29000.0,78000.0,2.69,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.37655737704918,66.28598360655737,746.95,18.997213114754093
Punjab,Pathankot,Kharif,2013 - 2014,Sesamum,600.0,300.0,0.5,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.37655737704918,66.28598360655737,746.95,18.997213114754093
Punjab,Pathankot,Whole Year,2013 - 2014,Sugarcane,4000.0,234000.0,58.5,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,20.319342465753426,51.91350684931507,1020.5700000000002,17.343506849315066
Punjab,Pathankot,Kharif,2013 - 2014,Urad,1300.0,610.0,0.47,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.37655737704918,66.28598360655737,746.95,18.997213114754093
Punjab,Pathankot,Rabi,2013 - 2014,Wheat,42000.0,167000.0,3.98,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.105384615384615,48.63978021978022,204.00000000000003,13.369725274725274
Punjab,Pathankot,Kharif,2013 - 2014,Maize,9000.0,28000.0,3.11,2013,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.37655737704918,66.28598360655737,746.95,18.997213114754093
Punjab,Pathankot,Rabi,2014 - 2015,Rapeseed &Mustard,1000.0,1100.0,1.1,2014,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.249670329670327,50.33467032967033,372.97,13.534065934065934
Punjab,Pathankot,Kharif,2014 - 2015,Rice,29000.0,72000.0,2.48,2014,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,27.428606557377048,57.27188524590163,725.71,20.49704918032787
Punjab,Pathankot,Kharif,2014 - 2015,Sesamum,400.0,200.0,0.5,2014,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,27.428606557377048,57.27188524590163,725.71,20.49704918032787
Punjab,Pathankot,Whole Year,2014 - 2015,Sugarcane,4000.0,253000.0,63.25,2014,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,20.175561643835618,49.79178082191781,988.3000000000001,17.44580821917808
Punjab,Pathankot,Kharif,2014 - 2015,Urad,1200.0,670.0,0.56,2014,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,27.428606557377048,57.27188524590163,725.71,20.49704918032787
Punjab,Pathankot,Rabi,2014 - 2015,Wheat,42000.0,115000.0,2.74,2014,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.249670329670327,50.33467032967033,372.97,13.534065934065934
Punjab,Pathankot,Kharif,2014 - 2015,Maize,8000.0,18000.0,2.25,2014,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,27.428606557377048,57.27188524590163,725.71,20.49704918032787
Punjab,Pathankot,Rabi,2015 - 2016,Gram,100.0,130.0,1.3,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,15.227377049180332,46.91601092896173,251.95999999999998,14.239125683060111
Punjab,Pathankot,Rabi,2015 - 2016,Rapeseed &Mustard,1000.0,1000.0,1.0,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,15.227377049180332,46.91601092896173,251.95999999999998,14.239125683060111
Punjab,Pathankot,Kharif,2015 - 2016,Rice,28000.0,88000.0,3.14,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.29204918032787,61.127459016393445,577.8499999999999,20.27155737704918
Punjab,Pathankot,Kharif,2015 - 2016,Sesamum,400.0,160.0,0.4,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.29204918032787,61.127459016393445,577.8499999999999,20.27155737704918
Punjab,Pathankot,Whole Year,2015 - 2016,Sugarcane,4000.0,266000.0,66.5,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,19.997369863013695,54.19895890410959,1119.4899999999998,17.35241095890411
Punjab,Pathankot,Kharif,2015 - 2016,Urad,1100.0,460.0,0.42,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.29204918032787,61.127459016393445,577.8499999999999,20.27155737704918
Punjab,Pathankot,Rabi,2015 - 2016,Wheat,41000.0,166000.0,4.05,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,15.227377049180332,46.91601092896173,251.95999999999998,14.239125683060111
Punjab,Pathankot,Kharif,2015 - 2016,Maize,7000.0,16000.0,2.29,2015,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.29204918032787,61.127459016393445,577.8499999999999,20.27155737704918
Punjab,Pathankot,Rabi,2016 - 2017,Gram,100.0,100.0,1.0,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.993571428571428,46.99214285714285,306.92,14.194285714285712
Punjab,Pathankot,Rabi,2016 - 2017,Rapeseed &Mustard,1000.0,1400.0,1.4,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.993571428571428,46.99214285714285,306.92,14.194285714285712
Punjab,Pathankot,Kharif,2016 - 2017,Rice,28000.0,77000.0,2.75,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.56926229508197,66.83713114754099,896.1899999999999,19.915819672131146
Punjab,Pathankot,Kharif,2016 - 2017,Sesamum,400.0,100.0,0.25,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.56926229508197,66.83713114754099,896.1899999999999,19.915819672131146
Punjab,Pathankot,Whole Year,2016 - 2017,Sugarcane,4000.0,307000.0,76.75,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,21.046857923497267,49.51281420765027,1225.77,17.96467213114754
Punjab,Pathankot,Kharif,2016 - 2017,Urad,1200.0,500.0,0.42,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.56926229508197,66.83713114754099,896.1899999999999,19.915819672131146
Punjab,Pathankot,Rabi,2016 - 2017,Wheat,41000.0,168000.0,4.1,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.993571428571428,46.99214285714285,306.92,14.194285714285712
Punjab,Pathankot,Kharif,2016 - 2017,Maize,8000.0,22000.0,2.75,2016,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.56926229508197,66.83713114754099,896.1899999999999,19.915819672131146
Punjab,Pathankot,Rabi,2017 - 2018,Gram,100.0,100.0,1.0,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,15.35785714285714,40.4212087912088,151.79000000000002,15.001868131868132
Punjab,Pathankot,Rabi,2017 - 2018,Rapeseed &Mustard,900.0,1000.0,1.11,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,15.35785714285714,40.4212087912088,151.79000000000002,15.001868131868132
Punjab,Pathankot,Kharif,2017 - 2018,Rice,28000.0,86000.0,3.07,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.05204918032787,67.62352459016394,791.05,19.31622950819672
Punjab,Pathankot,Kharif,2017 - 2018,Sesamum,400.0,200.0,0.5,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.05204918032787,67.62352459016394,791.05,19.31622950819672
Punjab,Pathankot,Whole Year,2017 - 2018,Sugarcane,4000.0,292000.0,73.0,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,20.227013698630138,53.611397260273975,1257.25,17.260191780821916
Punjab,Pathankot,Rabi,2017 - 2018,Wheat,41000.0,165000.0,4.02,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,15.35785714285714,40.4212087912088,151.79000000000002,15.001868131868132
Punjab,Pathankot,Kharif,2017 - 2018,Maize,8000.0,19000.0,2.38,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.05204918032787,67.62352459016394,791.05,19.31622950819672
Punjab,Pathankot,Rabi,2017 - 2018,Moong(Green Gram),500.0,500.0,1.0,2017,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,15.35785714285714,40.4212087912088,151.79000000000002,15.001868131868132
Punjab,Pathankot,Rabi,2018 - 2019,Gram,100.0,100.0,1.0,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,12.692252747252747,58.759560439560445,399.97999999999996,13.339890109890108
Punjab,Pathankot,Rabi,2018 - 2019,Rapeseed &Mustard,900.0,1100.0,1.22,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,12.692252747252747,58.759560439560445,399.97999999999996,13.339890109890108
Punjab,Pathankot,Kharif,2018 - 2019,Rice,28000.0,91000.0,3.25,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.10770491803279,69.1511475409836,1089.7299999999998,18.967622950819674
Punjab,Pathankot,Kharif,2018 - 2019,Sesamum,500.0,100.0,0.2,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.10770491803279,69.1511475409836,1089.7299999999998,18.967622950819674
Punjab,Pathankot,Whole Year,2018 - 2019,Sugarcane,4000.0,281000.0,70.25,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,20.091616438356166,52.49000000000001,1372.03,17.75117808219178
Punjab,Pathankot,Kharif,2018 - 2019,Urad,1300.0,600.0,0.46,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.10770491803279,69.1511475409836,1089.7299999999998,18.967622950819674
Punjab,Pathankot,Rabi,2018 - 2019,Wheat,41000.0,163000.0,3.98,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,12.692252747252747,58.759560439560445,399.97999999999996,13.339890109890108
Punjab,Pathankot,Kharif,2018 - 2019,Maize,8100.0,16500.0,2.04,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.10770491803279,69.1511475409836,1089.7299999999998,18.967622950819674
Punjab,Pathankot,Rabi,2018 - 2019,Moong(Green Gram),700.0,700.0,1.0,2018,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,12.692252747252747,58.759560439560445,399.97999999999996,13.339890109890108
Punjab,Pathankot,Rabi,2019 - 2020,Rapeseed &Mustard,900.0,1300.0,1.44,2019,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,12.478032786885246,62.25699453551913,637.89,12.681475409836066
Punjab,Pathankot,Kharif,2019 - 2020,Rice,28000.0,86000.0,3.07,2019,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.58401639344262,65.28655737704918,782.23,19.737622950819674
Punjab,Pathankot,Kharif,2019 - 2020,Sesamum,500.0,200.0,0.4,2019,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.58401639344262,65.28655737704918,782.23,19.737622950819674
Punjab,Pathankot,Whole Year,2019 - 2020,Sugarcane,4200.0,304000.0,72.38,2019,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,19.076493150684932,60.043342465753426,1414.72,16.704301369863014
Punjab,Pathankot,Kharif,2019 - 2020,Urad,1200.0,500.0,0.42,2019,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.58401639344262,65.28655737704918,782.23,19.737622950819674
Punjab,Pathankot,Rabi,2019 - 2020,Wheat,40000.0,158000.0,3.95,2019,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,12.478032786885246,62.25699453551913,637.89,12.681475409836066
Punjab,Pathankot,Kharif,2019 - 2020,Maize,8600.0,25800.0,3.0,2019,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.58401639344262,65.28655737704918,782.23,19.737622950819674
Punjab,Pathankot,Rabi,2020 - 2021,Gram,100.0,100.0,1.0,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.683681318681318,49.056538461538466,237.74,14.523241758241756
Punjab,Pathankot,Rabi,2020 - 2021,Rapeseed &Mustard,1000.0,1900.0,1.9,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.683681318681318,49.056538461538466,237.74,14.523241758241756
Punjab,Pathankot,Kharif,2020 - 2021,Rice,28600.0,105000.0,3.67,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.90401639344262,70.47336065573772,951.07,20.37483606557377
Punjab,Pathankot,Kharif,2020 - 2021,Sesamum,500.0,100.0,0.2,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.90401639344262,70.47336065573772,951.07,20.37483606557377
Punjab,Pathankot,Whole Year,2020 - 2021,Sugarcane,4000.0,323000.0,80.75,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,18.73068306010929,61.73401639344263,1562.88,17.470437158469945
Punjab,Pathankot,Kharif,2020 - 2021,Urad,1200.0,600.0,0.5,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.90401639344262,70.47336065573772,951.07,20.37483606557377
Punjab,Pathankot,Rabi,2020 - 2021,Wheat,42000.0,182000.0,4.33,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.683681318681318,49.056538461538466,237.74,14.523241758241756
Punjab,Pathankot,Kharif,2020 - 2021,Maize,7800.0,28700.0,3.68,2020,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.90401639344262,70.47336065573772,951.07,20.37483606557377
Punjab,Pathankot,Rabi,2021 - 2022,Rapeseed &Mustard,1000.0,1100.0,1.1,2021,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.083351648351648,56.553626373626365,374.77,14.36565934065934
Punjab,Pathankot,Kharif,2021 - 2022,Rice,27600.0,97000.0,3.51,2021,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.137131147540984,70.43893442622952,975.7099999999998,19.59393442622951
Punjab,Pathankot,Kharif,2021 - 2022,Sesamum,500.0,100.0,0.2,2021,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.137131147540984,70.43893442622952,975.7099999999998,19.59393442622951
Punjab,Pathankot,Whole Year,2021 - 2022,Sugarcane,3500.0,290000.0,82.86,2021,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,19.90717808219178,56.80468493150685,1421.34,17.53241095890411
Punjab,Pathankot,Kharif,2021 - 2022,Urad,900.0,400.0,0.44,2021,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.137131147540984,70.43893442622952,975.7099999999998,19.59393442622951
Punjab,Pathankot,Rabi,2021 - 2022,Wheat,39400.0,144000.0,3.65,2021,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.083351648351648,56.553626373626365,374.77,14.36565934065934
Punjab,Pathankot,Kharif,2021 - 2022,Maize,5900.0,23800.0,4.03,2021,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,26.137131147540984,70.43893442622952,975.7099999999998,19.59393442622951
Punjab,Pathankot,Rabi,2022 - 2023,Rapeseed &Mustard,1000.0,1500.0,1.5,2022,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.327362637362636,57.761208791208794,354.51,13.461043956043955
Punjab,Pathankot,Kharif,2022 - 2023,Rice,30100.0,82000.0,2.72,2022,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.881639344262293,71.66147540983607,1288.1999999999998,18.666967213114752
Punjab,Pathankot,Kharif,2022 - 2023,Sesamum,400.0,100.0,0.25,2022,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.881639344262293,71.66147540983607,1288.1999999999998,18.666967213114752
Punjab,Pathankot,Whole Year,2022 - 2023,Sugarcane,3700.0,308000.0,83.24,2022,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,20.225287671232877,58.74832876712328,1710.06,17.25476712328767
Punjab,Pathankot,Kharif,2022 - 2023,Urad,1000.0,400.0,0.4,2022,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.881639344262293,71.66147540983607,1288.1999999999998,18.666967213114752
Punjab,Pathankot,Rabi,2022 - 2023,Wheat,40100.0,160300.0,4.0,2022,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,14.327362637362636,57.761208791208794,354.51,13.461043956043955
Punjab,Pathankot,Kharif,2022 - 2023,Maize,7000.0,19000.0,2.71,2022,pathankot,punjab,32.3296852120001,75.65666116744046,6.5,31.3,24.9,36.9,20.2,25.881639344262293,71.66147540983607,1288.1999999999998,18.666967213114752
Punjab,Patiala,Kharif,2012 - 2013,Arhar/Tur,100.0,100.0,1.0,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,33.12434426229508,49.855491803278696,403.37,20.897868852459016
Punjab,Patiala,Rabi,2012 - 2013,Rapeseed &Mustard,1000.0,1400.0,1.4,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.708076923076923,44.49928571428571,137.39000000000001,15.067582417582416
Punjab,Patiala,Kharif,2012 - 2013,Rice,233000.0,922000.0,3.96,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,33.12434426229508,49.855491803278696,403.37,20.897868852459016
Punjab,Patiala,Whole Year,2012 - 2013,Sugarcane,2000.0,184000.0,92.0,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,25.174781420765026,39.925956284153,467.47,18.877978142076504
Punjab,Patiala,Rabi,2012 - 2013,Wheat,234000.0,1123000.0,4.8,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.708076923076923,44.49928571428571,137.39000000000001,15.067582417582416
Punjab,Patiala,Kharif,2012 - 2013,Maize,1000.0,4000.0,4.0,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,33.12434426229508,49.855491803278696,403.37,20.897868852459016
Punjab,Patiala,Kharif,2012 - 2013,Cotton(lint),1000.0,3000.0,3.0,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,33.12434426229508,49.855491803278696,403.37,20.897868852459016
Punjab,Patiala,Rabi,2012 - 2013,Sunflower,1000.0,1600.0,1.6,2012,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.708076923076923,44.49928571428571,137.39000000000001,15.067582417582416
Punjab,Patiala,Rabi,2013 - 2014,Rapeseed &Mustard,1000.0,1400.0,1.4,2013,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.916483516483517,46.185604395604386,123.21000000000001,14.475604395604398
Punjab,Patiala,Kharif,2013 - 2014,Rice,231000.0,959000.0,4.15,2013,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,31.281147540983604,61.860901639344256,628.03,20.00122950819672
Punjab,Patiala,Whole Year,2013 - 2014,Sugarcane,3000.0,281000.0,93.67,2013,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,24.79046575342466,47.70276712328768,775.19,18.335671232876713
Punjab,Patiala,Rabi,2013 - 2014,Wheat,232000.0,1153000.0,4.97,2013,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.916483516483517,46.185604395604386,123.21000000000001,14.475604395604398
Punjab,Patiala,Kharif,2013 - 2014,Maize,1000.0,5000.0,5.0,2013,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,31.281147540983604,61.860901639344256,628.03,20.00122950819672
Punjab,Patiala,Rabi,2013 - 2014,Barley,1000.0,4000.0,4.0,2013,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.916483516483517,46.185604395604386,123.21000000000001,14.475604395604398
Punjab,Patiala,Rabi,2014 - 2015,Gram,100.0,110.0,1.1,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.89813186813187,45.77324175824177,174.0,14.774670329670329
Punjab,Patiala,Rabi,2014 - 2015,Rapeseed &Mustard,1000.0,1700.0,1.7,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.89813186813187,45.77324175824177,174.0,14.774670329670329
Punjab,Patiala,Kharif,2014 - 2015,Rice,230000.0,904000.0,3.93,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,33.9082786885246,43.02926229508197,290.42,21.50762295081967
Punjab,Patiala,Whole Year,2014 - 2015,Sugarcane,3000.0,272000.0,90.67,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,25.287123287671232,41.21027397260274,466.21,18.741123287671233
Punjab,Patiala,Rabi,2014 - 2015,Wheat,233000.0,1024000.0,4.39,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.89813186813187,45.77324175824177,174.0,14.774670329670329
Punjab,Patiala,Kharif,2014 - 2015,Maize,1000.0,5000.0,5.0,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,33.9082786885246,43.02926229508197,290.42,21.50762295081967
Punjab,Patiala,Rabi,2014 - 2015,Peas & beans (Pulses),400.0,460.0,1.15,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.89813186813187,45.77324175824177,174.0,14.774670329670329
Punjab,Patiala,Rabi,2014 - 2015,Barley,1000.0,4100.0,4.1,2014,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,17.89813186813187,45.77324175824177,174.0,14.774670329670329
Punjab,Patiala,Rabi,2015 - 2016,Rapeseed &Mustard,1000.0,1500.0,1.5,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,19.460710382513664,36.05912568306011,58.45,15.265081967213115
Punjab,Patiala,Kharif,2015 - 2016,Rice,230000.0,910000.0,3.96,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,31.333442622950823,54.61795081967213,548.3,21.009426229508193
Punjab,Patiala,Whole Year,2015 - 2016,Sugarcane,2000.0,176000.0,88.0,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,24.850684931506848,45.722136986301365,771.6800000000001,18.550904109589037
Punjab,Patiala,Rabi,2015 - 2016,Wheat,234000.0,1073000.0,4.59,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,19.460710382513664,36.05912568306011,58.45,15.265081967213115
Punjab,Patiala,Kharif,2015 - 2016,Maize,1000.0,3000.0,3.0,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,31.333442622950823,54.61795081967213,548.3,21.009426229508193
Punjab,Patiala,Kharif,2015 - 2016,Moong(Green Gram),100.0,70.0,0.7,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,31.333442622950823,54.61795081967213,548.3,21.009426229508193
Punjab,Patiala,Rabi,2015 - 2016,Peas & beans (Pulses),1400.0,2100.0,1.5,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,19.460710382513664,36.05912568306011,58.45,15.265081967213115
Punjab,Patiala,Rabi,2015 - 2016,Barley,1000.0,4000.0,4.0,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,19.460710382513664,36.05912568306011,58.45,15.265081967213115
Punjab,Patiala,Kharif,2015 - 2016,Cotton(lint),1000.0,1000.0,1.0,2015,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,31.333442622950823,54.61795081967213,548.3,21.009426229508193
Punjab,Patiala,Rabi,2016 - 2017,Rapeseed &Mustard,800.0,1300.0,1.63,2016,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,19.15032967032967,36.24379120879121,103.45000000000002,15.861318681318682
Punjab,Patiala,Kharif,2016 - 2017,Rice,232000.0,984000.0,4.24,2016,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,32.325901639344266,53.90795081967213,427.34000000000003,20.838360655737702
Punjab,Patiala,Whole Year,2016 - 2017,Sugarcane,2000.0,183000.0,91.5,2016,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,26.152923497267757,37.713524590163935,531.5899999999999,18.890409836065576
Punjab,Patiala,Rabi,2016 - 2017,Wheat,231000.0,1193000.0,5.16,2016,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,19.15032967032967,36.24379120879121,103.45000000000002,15.861318681318682
Punjab,Patiala,Kharif,2016 - 2017,Maize,1000.0,5000.0,5.0,2016,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,32.325901639344266,53.90795081967213,427.34000000000003,20.838360655737702
Punjab,Patiala,Rabi,2016 - 2017,Peas & beans (Pulses),1400.0,2100.0,1.5,2016,patiala,punjab,30.23835468350009,76.32376398188177,8.2,21.7,37.3,22.2,22.7,19.15032967032967,36.24379120879121,103.45000000000002,15.861318681318682
