State,District,Season,Year,Crop,Area_Ha,Yield_QHa,Start_Year,District_norm,State_norm,latitude,longitude,soil_ph,soil_oc,clay_pct,sand_pct,cec_cmol,avg_temp,humidity_avg,rain_total,solar_avg
Chandigarh,Chandigarh,Whole Year,2015 - 2016,Potato,10.0,155.0,2015,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,23.89934246575342,50.66983561643835,1130.12,18.550904109589037
Chandigarh,Chandigarh,Kharif,2015 - 2016,Rice,20.0,51.5,2015,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,29.421639344262292,62.88696721311475,840.64,21.009426229508193
Chandigarh,Chandigarh,Kharif,2016 - 2017,Rice,8.0,52.5,2016,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,30.185327868852458,63.45172131147541,712.46,20.838360655737702
Chandigarh,Chandigarh,Kharif,2017 - 2018,Rice,10.0,55.0,2017,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,29.200327868852458,67.66360655737705,991.37,20.418278688524587
Chandigarh,Chandigarh,Kharif,2018 - 2019,Rice,10.0,53.0,2018,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,28.78844262295082,72.85770491803278,1270.3500000000001,18.903032786885248
Chandigarh,Chandigarh,Kharif,2019 - 2020,Rice,80.0,55.0,2019,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,30.27073770491803,63.884098360655734,849.8299999999999,20.218688524590164
Chandigarh,Chandigarh,Kharif,2020 - 2021,Rice,82.0,55.0,2020,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,29.43155737704918,68.58319672131147,802.1,21.19655737704918
Chandigarh,Chandigarh,Kharif,2021 - 2022,Rice,82.0,55.0,2021,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,29.265901639344264,68.71827868852459,992.6,19.91065573770492
Chandigarh,Chandigarh,Kharif,2022 - 2023,Rice,84.0,55.0,2022,chandigarh,chandigarh,30.73388576500011,76.76733253808752,,,,,,29.236475409836064,70.54655737704917,1139.1799999999998,20.183360655737705
Gujarat,Ahmadabad,Kharif,2015 - 2016,Arhar/Tur,1249.0,12.3,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2015 - 2016,Bajra,755.0,11.7,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2015 - 2016,Castor seed,57920.0,15.0,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2015 - 2016,Cotton(lint),131881.0,22.9,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Rabi,2015 - 2016,Gram,8087.0,6.9,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,25.365136612021857,29.049125683060108,1.11,18.429180327868853
Gujarat,Ahmadabad,Kharif,2015 - 2016,Groundnut,131.0,14.4,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Whole Year,2015 - 2016,Guar seed,5415.0,6.2,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,27.999698630136983,45.92797260273972,657.92,19.54895890410959
Gujarat,Ahmadabad,Kharif,2015 - 2016,Moong(Green Gram),1589.0,5.1,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2015 - 2016,Moth,1660.0,9.4,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2015 - 2016,Other Kharif pulses,765.0,4.3,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Rabi,2015 - 2016,Rapeseed &Mustard,743.0,14.5,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,25.365136612021857,29.049125683060108,1.11,18.429180327868853
Gujarat,Ahmadabad,Kharif,2015 - 2016,Rice,113930.0,25.2,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2015 - 2016,Sesamum,1282.0,3.4000000000000004,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2015 - 2016,Tobacco,5.0,20.0,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Rabi,2015 - 2016,Tobacco,80.0,17.4,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,25.365136612021857,29.049125683060108,1.11,18.429180327868853
Gujarat,Ahmadabad,Kharif,2015 - 2016,Urad,120.0,6.0,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Rabi,2015 - 2016,Wheat,114178.0,24.0,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,25.365136612021857,29.049125683060108,1.11,18.429180327868853
Gujarat,Ahmadabad,Rabi,2015 - 2016,Onion,170.0,269.3,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,25.365136612021857,29.049125683060108,1.11,18.429180327868853
Gujarat,Ahmadabad,Kharif,2015 - 2016,Soyabean,10.0,8.0,2015,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.040409836065567,69.65803278688526,604.3,18.392459016393442
Gujarat,Ahmadabad,Kharif,2016 - 2017,Arhar/Tur,2346.0,11.3,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Bajra,971.0,20.4,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Castor seed,44369.0,16.1,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Cotton(lint),106997.0,22.5,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Rabi,2016 - 2017,Gram,19625.0,7.1,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.306868131868132,34.76587912087912,49.12,18.69241758241758
Gujarat,Ahmadabad,Kharif,2016 - 2017,Groundnut,78.0,16.4,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Whole Year,2016 - 2017,Guar seed,5248.0,6.7,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,28.084644808743167,45.399890710382515,551.92,19.40161202185792
Gujarat,Ahmadabad,Kharif,2016 - 2017,Moong(Green Gram),6470.0,4.5,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Moth,6194.0,4.1,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Other Kharif pulses,70.0,8.7,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Rabi,2016 - 2017,Rapeseed &Mustard,514.0,17.7,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.306868131868132,34.76587912087912,49.12,18.69241758241758
Gujarat,Ahmadabad,Kharif,2016 - 2017,Rice,119870.0,26.0,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Sesamum,1314.0,5.300000000000001,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Tobacco,80.0,19.6,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2016 - 2017,Urad,8724.0,6.1,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Rabi,2016 - 2017,Wheat,145858.0,22.5,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.306868131868132,34.76587912087912,49.12,18.69241758241758
Gujarat,Ahmadabad,Whole Year,2016 - 2017,Potato,46.0,256.5,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,28.084644808743167,45.399890710382515,551.92,19.40161202185792
Gujarat,Ahmadabad,Rabi,2016 - 2017,Onion,63.0,260.5,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.306868131868132,34.76587912087912,49.12,18.69241758241758
Gujarat,Ahmadabad,Whole Year,2016 - 2017,Dry chillies,41.0,9.8,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,28.084644808743167,45.399890710382515,551.92,19.40161202185792
Gujarat,Ahmadabad,Whole Year,2016 - 2017,Garlic,32.0,51.3,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,28.084644808743167,45.399890710382515,551.92,19.40161202185792
Gujarat,Ahmadabad,Kharif,2016 - 2017,Maize,30.0,16.7,2016,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.350983606557374,67.97868852459015,501.41999999999996,17.628606557377054
Gujarat,Ahmadabad,Kharif,2017 - 2018,Arhar/Tur,1823.0,12.4,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Kharif,2017 - 2018,Bajra,1243.0,20.2,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Kharif,2017 - 2018,Castor seed,49915.0,18.2,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Kharif,2017 - 2018,Cotton(lint),105422.0,26.3,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Rabi,2017 - 2018,Gram,42968.0,10.4,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Kharif,2017 - 2018,Groundnut,104.0,24.4,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Whole Year,2017 - 2018,Guar seed,5154.0,6.7,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,27.49095890410959,48.493342465753436,860.9000000000001,19.208027397260274
Gujarat,Ahmadabad,Kharif,2017 - 2018,Moong(Green Gram),3910.0,5.699999999999999,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Kharif,2017 - 2018,Moth,7038.0,7.3,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Kharif,2017 - 2018,Other Kharif pulses,15.0,8.7,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Rabi,2017 - 2018,Rapeseed &Mustard,474.0,18.1,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Kharif,2017 - 2018,Rice,117955.0,21.5,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Kharif,2017 - 2018,Sesamum,894.0,4.5,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Rabi,2017 - 2018,Tobacco,113.0,34.900000000000006,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Kharif,2017 - 2018,Urad,9538.0,6.4,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Rabi,2017 - 2018,Wheat,149384.0,21.6,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Rabi,2017 - 2018,Other Rabi pulses,20.0,8.0,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Whole Year,2017 - 2018,Potato,52.0,276.70000000000005,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,27.49095890410959,48.493342465753436,860.9000000000001,19.208027397260274
Gujarat,Ahmadabad,Rabi,2017 - 2018,Onion,120.0,286.8,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Kharif,2017 - 2018,Soyabean,2.0,10.0,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.285737704918034,76.14926229508195,848.52,17.072622950819675
Gujarat,Ahmadabad,Whole Year,2017 - 2018,Garlic,10.0,70.0,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,27.49095890410959,48.493342465753436,860.9000000000001,19.208027397260274
Gujarat,Ahmadabad,Rabi,2017 - 2018,Maize,1001.0,22.8,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Rabi,2017 - 2018,Jowar,407.0,13.2,2017,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,24.465219780219776,35.83664835164836,9.61,17.777087912087914
Gujarat,Ahmadabad,Kharif,2018 - 2019,Arhar/Tur,1218.0,12.1,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2018 - 2019,Bajra,1154.0,13.2,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2018 - 2019,Castor seed,54716.0,18.5,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2018 - 2019,Cotton(lint),103200.0,17.4,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Rabi,2018 - 2019,Gram,37344.0,7.3,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,23.993461538461535,28.931538461538466,0.21000000000000002,18.595164835164834
Gujarat,Ahmadabad,Kharif,2018 - 2019,Groundnut,35.0,13.7,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Whole Year,2018 - 2019,Guar seed,3288.0,7.5,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,28.363013698630137,41.54013698630137,477.09000000000003,19.07150684931507
Gujarat,Ahmadabad,Kharif,2018 - 2019,Moong(Green Gram),2895.0,1.4,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2018 - 2019,Moth,3260.0,1.7999999999999998,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Rabi,2018 - 2019,Rapeseed &Mustard,378.0,17.8,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,23.993461538461535,28.931538461538466,0.21000000000000002,18.595164835164834
Gujarat,Ahmadabad,Kharif,2018 - 2019,Rice,113463.0,13.2,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2018 - 2019,Sesamum,522.0,5.4,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2018 - 2019,Tobacco,15.0,18.700000000000003,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2018 - 2019,Urad,2027.0,1.1,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Rabi,2018 - 2019,Wheat,108703.0,25.7,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,23.993461538461535,28.931538461538466,0.21000000000000002,18.595164835164834
Gujarat,Ahmadabad,Kharif,2018 - 2019,Soyabean,2.0,10.0,2018,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.270573770491804,66.95754098360655,477.03,16.61016393442623
Gujarat,Ahmadabad,Kharif,2019 - 2020,Arhar/Tur,417.0,9.9,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Bajra,380.0,24.9,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Castor seed,52814.0,18.1,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Cotton(lint),113401.0,16.1,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Rabi,2019 - 2020,Gram,37936.0,9.0,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,22.27054644808743,59.03371584699454,40.94,17.285737704918034
Gujarat,Ahmadabad,Kharif,2019 - 2020,Groundnut,22.0,27.7,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Guar seed,400.0,11.0,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Moong(Green Gram),737.0,6.6000000000000005,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Moth,1090.0,4.4,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Other Kharif pulses,15.0,6.0,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Rabi,2019 - 2020,Rapeseed &Mustard,115.0,19.3,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,22.27054644808743,59.03371584699454,40.94,17.285737704918034
Gujarat,Ahmadabad,Kharif,2019 - 2020,Rice,133051.0,20.4,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Sesamum,641.0,3.8,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2019 - 2020,Tobacco,22.0,19.5,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Rabi,2019 - 2020,Tobacco,52.0,25.8,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,22.27054644808743,59.03371584699454,40.94,17.285737704918034
Gujarat,Ahmadabad,Kharif,2019 - 2020,Urad,370.0,6.6000000000000005,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Rabi,2019 - 2020,Wheat,156379.0,26.9,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,22.27054644808743,59.03371584699454,40.94,17.285737704918034
Gujarat,Ahmadabad,Whole Year,2019 - 2020,Potato,80.0,302.4,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,27.128082191780823,55.14802739726027,977.5600000000001,18.74295890410959
Gujarat,Ahmadabad,Kharif,2019 - 2020,Maize,5.0,14.0,2019,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,30.26483606557377,73.04418032786884,940.27,16.461967213114754
Gujarat,Ahmadabad,Kharif,2020 - 2021,Arhar/Tur,6182.0,11.9,2020,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.612622950819674,77.65426229508196,956.96,17.630409836065574
Gujarat,Ahmadabad,Kharif,2020 - 2021,Bajra,478.0,15.3,2020,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.612622950819674,77.65426229508196,956.96,17.630409836065574
Gujarat,Ahmadabad,Kharif,2020 - 2021,Castor seed,47571.0,17.8,2020,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.612622950819674,77.65426229508196,956.96,17.630409836065574
Gujarat,Ahmadabad,Kharif,2020 - 2021,Cotton(lint),115728.0,16.1,2020,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.612622950819674,77.65426229508196,956.96,17.630409836065574
Gujarat,Ahmadabad,Rabi,2020 - 2021,Gram,50929.0,8.6,2020,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,23.52214285714286,46.3515934065934,15.139999999999999,18.08692307692308
Gujarat,Ahmadabad,Kharif,2020 - 2021,Groundnut,182.0,19.0,2020,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.612622950819674,77.65426229508196,956.96,17.630409836065574
Gujarat,Ahmadabad,Kharif,2020 - 2021,Guar seed,353.0,8.299999999999999,2020,ahmadabad,gujarat,22.75794003300004,72.29946762308398,7.3,19.0,28.9,32.9,28.5,29.612622950819674,77.65426229508196,956.96,17.630409836065574
