State,District,Latitude,Longitude
Karnataka,Bellary,15.192890644500125,76.70635833723185
Karnataka,Bidar,18.016875268000092,77.25323713070631
Karnataka,Bijapur,16.813144683000104,75.88289688433066
Karnataka,Chamrajnagar,11.939205646500085,77.09337973717811
Karnataka,Chikballapura,13.579800606000134,77.77475607571557
Karnataka,Chikmagalur,13.402699947500167,75.63938324770302
Karnataka,Chitradurga,14.298844814500058,76.52896451777589
Karnataka,Dakshina Kannada,12.817084312500072,75.22751371413918
Karnataka,Davanagere,14.31165456900004,75.87146807612343
Karnataka,Dharwad,15.366525173000042,75.13784472246795
Karnataka,Gadag,15.412634850000074,75.68236754239297
Karnataka,Gulbarga,17.235130311000063,76.76854097837918
Karnataka,Hassan,13.024296284000116,76.16897724619147
Karnataka,Haveri,14.712940216000135,75.39022655838096
Karnataka,Kodagu,12.375423796000064,75.66257616252012
Karnataka,Kolar,13.170775413500081,78.25803143635264
Karnataka,Koppal,15.571720600000106,76.31047227988259
Karnataka,Mandya,12.629110814000086,76.72280366196544
Karnataka,Mysore,12.19028616050008,76.60580727685095
Karnataka,Raichur,16.048745155000148,76.89977388602742
Karnataka,Ramanagara,12.710774898000096,77.31052533381276
Karnataka,Shimoga,14.052595139500113,75.13324889196369
Karnataka,Tumkur,13.411290170000058,76.87580044062553
Karnataka,Udupi,13.481601414500034,74.89706223330998
Karnataka,Uttara Kannada,14.722779000000116,74.64676457990532
Karnataka,Yadgir,16.57023620700008,76.92337310073688
Kerala,Alappuzha,9.494853925500081,76.40521094650013
Kerala,Ernakulam,10.043333000000104,76.51788168664092
Kerala,Idukki,9.804196357500103,76.98936912092691
Kerala,Kannur,11.981667000000016,75.55863335845521
Kerala,Kasaragod,12.443195343000099,75.1870931335389
Kerala,Kollam,8.95847177550013,76.85116171482363
Kerala,Kottayam,9.62208500000014,76.65453201291152
Kerala,Kozhikode,11.461390496500087,75.89122469457426
Kerala,Malappuram,11.099305153000103,76.11055971662901
Kerala,Palakkad,10.781720638000166,76.46447363079858
Kerala,Pathanamthitta,9.27154588700003,76.95646758815838
Kerala,Thiruvananthapuram,8.5752763750001,77.03999954771521
Kerala,Thrissur,10.472225000000066,76.26951214069932
Kerala,Wayanad,11.706560135000103,76.12077507636613
Lakshadweep,Lakshadweep,10.813057423500055,73.68055343600011
Madhya Pradesh,Agar Malwa,23.939899444000105,76.14315451293068
Madhya Pradesh,Alirajpur,22.2861499790001,74.35816025623905
Madhya Pradesh,Anuppur,23.150265693500018,81.85795677728635
Madhya Pradesh,Ashoknagar,24.6247854235001,77.8705667240595
Madhya Pradesh,Balaghat,21.860665321500022,80.31817282081704
Madhya Pradesh,Barwani,21.754765511500096,74.89656668194121
Madhya Pradesh,Betul,21.882546425500124,77.87142373812392
Madhya Pradesh,Bhind,26.355350495000067,78.67868326185041
Madhya Pradesh,Bhopal,23.497105599000065,77.39245915169465
Madhya Pradesh,Burhanpur,21.336939812500134,76.37139509739661
Madhya Pradesh,Chhatarpur,24.76841068250016,79.67433713486452
Madhya Pradesh,Chhindwara,22.140871048000122,78.80745295499199
Madhya Pradesh,Damoh,23.80108928700011,79.53664003639946
Madhya Pradesh,Datia,25.925775528000088,78.65659672757653
Madhya Pradesh,Dewas,22.81020927450004,76.28434839099597
Madhya Pradesh,Dhar,22.580335617000088,75.22600182291853
Madhya Pradesh,Dindori,22.80665562350009,81.1474907848819
Madhya Pradesh,East Nimar,21.980480194500075,76.65309005628825
Madhya Pradesh,Guna,24.503254891000097,77.25440021036314
Madhya Pradesh,Gwalior,26.02700042750007,78.1447329206874
Madhya Pradesh,Harda,22.247730255000135,77.09930986596126
Madhya Pradesh,Hoshangabad,22.604660034000176,77.92180085043782
Madhya Pradesh,Indore,22.714740754000104,75.80507400813975
Madhya Pradesh,Jabalpur,23.151040077500056,79.802905072295
Madhya Pradesh,Jhabua,22.886505127500072,74.72903865653055
Madhya Pradesh,Katni,23.720945358000165,80.25164701192566
Madhya Pradesh,Mandla,22.689345649000046,80.5758160341751
Madhya Pradesh,Mandsaur,24.262775421000043,75.36916718307994
Madhya Pradesh,Morena,26.391520500500093,77.8519203738172
Madhya Pradesh,Narsimhapur,22.93792533850015,79.07937949135012
Madhya Pradesh,Neemuch,24.650030136500135,75.18554943394713
Madhya Pradesh,Panna,24.451861383000107,80.1401345666452
Madhya Pradesh,Raisen,23.271421433000114,78.17194953704117
Madhya Pradesh,Rajgarh,23.872170449000123,76.77191817582673
Madhya Pradesh,Ratlam,23.50465583850007,74.95650344191324
Madhya Pradesh,Rewa,24.75983619700014,81.64704267687146
Madhya Pradesh,Sagar,23.812324523500166,78.75239331156274
Madhya Pradesh,Satna,24.582929611000168,80.80406144642104
Madhya Pradesh,Sehore,23.126550674500095,77.08307939456552
Madhya Pradesh,Seoni,22.273150444000123,79.71374133223017
Madhya Pradesh,Shahdol,23.465755462500113,81.5468814925797
Madhya Pradesh,Shajapur,23.415565491500075,76.61067225480382
Madhya Pradesh,Sheopur,25.751995086000136,76.92026774937014
Madhya Pradesh,Shivpuri,25.38157176950014,77.82170399242779
Madhya Pradesh,Sidhi,24.21435070050009,81.69251132221387
Madhya Pradesh,Singrauli,24.242840767000104,82.37269210589793
Madhya Pradesh,Tikamgarh,25.002849579000014,78.98155935531582
Madhya Pradesh,Ujjain,23.297255516000064,75.62865307895703
Madhya Pradesh,Umaria,23.64578533150012,80.93248808960158
Madhya Pradesh,Vidisha,23.85124015800011,77.83121299754671
Madhya Pradesh,West Nimar,21.962620735000087,75.75435545179627
Maharashtra,Ahmadnagar,19.157250405000156,74.85949481521558
Maharashtra,Akola,20.765630722500077,77.178286994371
Maharashtra,Amravati,21.1555709835001,77.63950717844881
Maharashtra,Aurangabad,20.02601623500007,75.15893181208304
Maharashtra,Bhandara,21.12106037150008,79.78794009906083
Maharashtra,Bid,18.97468185400004,75.71718972405658
Maharashtra,Buldana,20.563134193500048,76.399303147779
Maharashtra,Chandrapur,20.097075463000067,79.49916219018638
Maharashtra,Dhule,21.134884834500014,74.48514503496305
Maharashtra,Garhchiroli,19.750695228500064,80.1630115968527
Maharashtra,Gondiya,21.144905090000037,80.22940428648717
Maharashtra,Hingoli,19.540215492000073,77.21612463534211
Maharashtra,Jalgaon,20.843524933000054,75.52996623657273
Maharashtra,Jalna,19.96434497850001,75.82872333060314
Maharashtra,Kolhapur,16.459035874000136,74.09645788628255
Maharashtra,Latur,18.35117530800011,76.75497307191063
Maharashtra,Mumbai City,18.97277927450014,72.8283348085001
Maharashtra,Mumbai Suburban,19.129720687500168,72.88985368477731
Maharashtra,Nagpur,21.15002536850008,79.0129366798642
Maharashtra,Nanded,19.095574378500004,77.48115199970736
Maharashtra,Nandurbar,21.512055397000097,74.54688627184021
Maharashtra,Nashik,20.225079536500147,74.1144682319092
Maharashtra,Osmanabad,18.168915748500126,76.11932369827278
Maharashtra,Palghar,19.755281499500114,73.11482876477885
Maharashtra,Parbhani,19.307345391000098,76.55230163570198
Maharashtra,Pune,18.642179489000085,73.92967054461957
Maharashtra,Raigarh,18.491821288500148,73.14573420109406
Maharashtra,Ratnagiri,17.280425000000093,73.44901969868533
Maharashtra,Sangli,17.170569419500083,74.59786736495998
Maharashtra,Satara,17.637565614000096,74.3069104628014
Maharashtra,Sindhudurg,16.13236500000005,73.65834477846042
Maharashtra,Solapur,17.833375930500125,75.29914627865394
Maharashtra,Thane,19.359340668500096,73.37892666652374
Maharashtra,Wardha,20.82552528400015,78.61083317324162
Maharashtra,Washim,20.303734779500076,77.24099383054394
Maharashtra,Yavatmal,20.063755035500094,78.3505539319072
Manipur,Bishnupur,24.517385483000055,93.8065582170704
Manipur,Chandel,24.24168109900006,94.09357406119032
Manipur,Churachandpur,24.332385063000117,93.44439613650417
Manipur,Imphal East,24.862546921000103,94.00714577094601
Manipur,Imphal West,24.818275451500114,93.86671076690325
Manipur,Senapati,25.108200073500058,93.96608930021375
Manipur,Tamenglong,24.98189544650012,93.52753489160378
Manipur,Thoubal,24.48714447000009,93.92743690045998
Manipur,Ukhrul,25.093688965000098,94.43655513041577
Meghalaya,East Garo Hills,25.682080269500034,90.68487724918727
Meghalaya,East Khasi Hills,25.40552520700004,91.82793010516494
Meghalaya,Jaintia Hills,25.353674888500024,92.43043609789896
Meghalaya,North Garo Hills,25.895214081000063,90.58761986913842
Meghalaya,Ri Bhoi,25.879454612500098,91.86048474586778
Meghalaya,South Garo Hills,25.347862243500145,90.57095583329863
Meghalaya,South West Garo Hills,25.4382619860001,89.90381627857245
Meghalaya,South West Khasi Hills,25.327876092000054,91.27784737363675
Meghalaya,West Garo Hills,25.605291366500154,90.21322126623838
Meghalaya,West Khasi Hills,25.575129509500158,91.26384278704421
Mizoram,Aizawl,23.86321353950018,92.8982595596928
Mizoram,Champhai,23.547380448500064,93.23485812965032
Mizoram,Kolasib,24.23812961650006,92.71398713534667
Mizoram,Lawangtlai,22.370038032500048,92.7349590107788
Mizoram,Lunglei,22.952541352000082,92.76417311824395
Mizoram,Mamit,23.745072364500118,92.45330646839764
Mizoram,Saiha,22.379061698000044,93.08048194816104
Mizoram,Serchhip,23.312612533500015,92.86293394707528
Nagaland,Dimapur,25.804820061500124,93.81874465950006
Nagaland,Kiphire,25.815479278500135,94.85304567323932
Nagaland,Kohima,25.778177261500076,94.12832109213363
Nagaland,Longleng,26.583646775500114,94.80782698516032
Nagaland,Mokokchung,26.48252582550012,94.5105590244981
Nagaland,Mon,26.664440155000136,95.00328864619524
Nagaland,Peren,25.45722198450011,93.60384879128017
Nagaland,Phek,25.651955604500102,94.38045340640198
Nagaland,Tuensang,26.16597461750007,94.91090309227167
Nagaland,Wokha,26.245175362500163,94.19316147859537
Nagaland,Zunheboto,26.028330802500108,94.5191472319096
NCT of Delhi,West,28.645655632000057,77.11900427369872
Odisha,Anugul,21.09900474550011,84.95171494012055
Odisha,Balangir,20.603330612500116,83.16163371652627
Odisha,Baleshwar,21.51420300000015,86.86036398879278
Odisha,Bargarh,21.229560852000134,83.5619317558396
Odisha,Bauda,20.638219833500017,83.994823399728
Odisha,Bhadrak,20.97847350000012,86.59334353701847
Odisha,Cuttack,20.363525391500104,85.46087892107424
Odisha,Debagarh,21.432848930500086,84.73899447552783
Odisha,Dhenkanal,20.82872486150015,85.59802409334978
Odisha,Gajapati,19.185141615000106,84.17319507722164
Odisha,Ganjam,19.62469577800013,84.69948788760595
Odisha,Jagatsinghapur,20.185139500000076,86.31890511741764
Odisha,Jajapur,20.866445540500138,86.1158546487455
Odisha,Jharsuguda,21.79838085150007,84.01101042966992
Odisha,Kalahandi,19.81104087850011,83.03438023811226
Odisha,Kandhamal,20.125835419500135,84.07215072663863
Odisha,Kendrapara,20.542916000000105,86.5246992868114
Odisha,Kendujhar,21.58327388800012,85.6652673728388
Odisha,Khordha,20.046234844000082,85.49792052409822
Odisha,Koraput,18.730646133500045,82.59443906730158
Odisha,Malkangiri,18.268590927000048,81.94964412502124
Odisha,Mayurbhanj,21.90990543350003,86.39301011887599
Odisha,Nabarangapur,19.621716499500025,82.28514246661302
Odisha,Nayagarh,20.23209095000007,85.0460747132704
Odisha,Nuapada,20.533975601000037,82.52286899197034
Odisha,Puri,19.82527850000011,85.6268877025906
Odisha,Rayagada,19.434290886500037,83.58080555974762
Odisha,Sambalpur,21.551115036000084,84.15164247103553
Odisha,Subarnapur,20.84860038800008,83.84456746014074
Odisha,Sundargarh,22.05621528600011,83.92612822269555
Puducherry,Karaikal,10.900825365000031,79.79013947819386
Puducherry,Mahe,12.048611164500102,75.26685011458108
Puducherry,Puducherry,11.913751126500074,79.78605638847291
Puducherry,Yanam,16.7204895000001,82.19780165857225
Punjab,Amritsar,31.767519951500105,74.8200067736156
Punjab,Barnala,30.389705658500134,75.4768435827038
Punjab,Bathinda,30.180085182000084,75.03888328482951
Punjab,Faridkot,30.59888553650009,74.7854024979232
Punjab,Fatehgarh Sahib,30.665149689500083,76.34837676667794
Punjab,Fazilka,30.30338573500015,74.11412685116827
Punjab,Firozpur,30.848116874500136,74.65109074121929
Punjab,Gurdaspur,31.898389817000066,75.21580092321932
Punjab,Hoshiarpur,31.60883617400009,75.83398680802743
Punjab,Jalandhar,31.294600487500162,75.55548012025493
Punjab,Kapurthala,31.385035515000112,75.33047449300666
Punjab,Ludhiana,30.79228973450006,75.81469619449612
Punjab,Mansa,29.87851524450008,75.4782526742247
Punjab,Moga,30.79300975850012,75.14886643705162
Punjab,Muktsar,30.284021378500086,74.5156288814552
Punjab,Pathankot,32.3296852120001,75.65666116744046
Punjab,Patiala,30.23835468350009,76.32376398188177
